Kind,Name,File,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineCode_Javascript,CountLineCode_Php,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountLine_Html,CountLine_Javascript,CountLine_Php,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
File,"AptExternalCompilerAdapter.java",AptExternalCompilerAdapter.java,1,1,1,1,17,2,8,7,,,,,1,0,0,2,,2,2,0,2,,0,0,1,1,,71,12,,,,23,11,12,,,36,,,,,,,,,,15,18,11,,,7,,,,,,,,1,1,1,1,,,0,,,,1,57,2,2,2,2
File,"AptTest.java",AptTest.java,1,1,1,1,4,0,3,0,,,,,1,0,0,10,,10,10,0,10,,0,1,1,8,,77,13,,,,41,13,17,,,23,,,,,,,,,,19,30,13,,,17,,,,,,,,1,1,1,1,,,0,,,,0,56,10,10,10,10
File,"Arc.java",Arc.java,2,2,2,1,13,0,8,3,,,,,1,0,0,6,,6,6,5,6,,0,0,0,6,,122,13,,,,65,27,40,,,44,,,,,,,,,,36,51,26,,,25,,,,,,,,6,6,6,1,,,2,,,,0,68,14,14,14,6
File,"ArchiveFileSet.java",ArchiveFileSet.java,1,1,2,1,12,0,6,5,,,,,1,0,5,36,,37,37,9,37,,0,1,6,30,,564,47,,,,277,69,159,,,240,,,,,,,,,,133,200,66,,,134,,,,,,,,5,5,6,4,,,2,,,,0,87,67,67,73,45
File,"ArchiveResource.java",ArchiveResource.java,2,2,2,1,11,0,6,4,,,,,1,0,1,20,,21,21,4,21,,0,0,7,14,,293,25,,,,156,39,84,,,112,,,,,,,,,,68,108,38,,,70,,,,,,,,6,6,6,4,,,2,,,,0,72,43,43,45,23
File,"ArchiveScanner.java",ArchiveScanner.java,2,2,2,1,14,0,7,6,,,,,1,1,0,16,,17,16,9,17,,2,1,2,12,,360,36,,,,150,50,79,,,176,,,,,,,,,,72,105,43,,,62,,,,,,,,5,5,6,5,,,1,,,,1,17,33,33,39,22
File,"Archives.java",Archives.java,2,2,2,1,13,0,9,4,,,,,1,0,0,10,,10,10,2,10,,0,0,3,7,,192,14,,,,112,35,59,,,67,,,,,,,,,,63,83,36,,,47,,,,,,,,3,3,3,1,,,1,,,,0,60,23,23,24,10
File,"AsiExtraField.java",AsiExtraField.java,1,1,1,1,11,0,5,5,,,,,1,0,2,20,,20,20,6,20,,0,0,1,19,,347,34,,,,131,44,81,,,187,,,,,,,,,,66,92,43,,,49,,,,,,,,3,3,3,1,,,1,,,,1,43,25,25,26,20
File,"AsiExtraFieldTest.java",AsiExtraFieldTest.java,1,1,1,1,25,1,21,7,,,,,1,0,0,5,,5,5,0,5,,0,0,0,5,,157,13,,,,112,22,95,,,56,,,,,,,,,,73,82,18,,,64,,,,,,,,3,3,3,1,,,1,,,,0,50,8,8,8,5
Public Class,"AssertionMain",AssertionMain.java,1,1,1,1,4,0,4,0,1,0,0,0,,1,0,,,,0,0,1,1,0,0,0,1,,12,2,,,,6,2,2,,,4,,,,,,,,,,2,4,2,,,2,,,,,,,,1,1,1,1,,1,0,,0,0,0,67,1,1,1,1
File,"AssertionMain.java",AssertionMain.java,1,1,1,1,4,0,4,0,,,,,1,1,0,1,,1,0,0,1,,0,0,0,1,,31,4,,,,6,2,2,,,21,,,,,,,,,,2,4,2,,,2,,,,,,,,1,1,1,1,,,0,,,,3,50,1,1,1,1
Public Static Method,"AssertionMain.main",AssertionMain.java,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,,,,4,1,2,,,0,,,,,,,1,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Public Class,"AssertionTest",AssertionTest.java,1,1,1,1,4,0,4,0,1,0,0,0,,0,0,,,,3,0,3,3,0,0,0,3,,25,6,,,,15,4,6,,,4,,,,,,,,,,4,9,4,,,5,,,,,,,,2,2,2,1,,2,1,,0,0,0,27,4,4,4,3
