Kind,Name,File,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariableInternal,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariableProtectedInternal,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodInternal,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodProtectedInternal,CountDeclMethodPublic,CountDeclProperty,CountDeclPropertyAuto,CountInput,CountLine,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineCode_Javascript,CountLineCode_Php,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountLine_Html,CountLineInactive,CountLine_Javascript,CountLine_Php,CountLinePreprocessor,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Private Static Class,"org.apache.tools.ant.taskdefs.SleepTest.Timer",SleepTest.java,1,1,1,1,3,0,3,0,1,0,0,0,,0,0,,,,4,2,,,,,,4,4,0,,0,0,,4,,,,23,4,,,,16,7,6,,,3,,,,,,,,,,,,6,11,7,,,4,,,,,,,,1,1,1,1,,1,0,,50,37,0,19,4,4,4,4
Public Constructor,"org.apache.tools.ant.taskdefs.SleepTest.Timer.Timer",SleepTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,0,,,,3,1,1,,,0,,,,,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.SleepTest.Timer.start",SleepTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,,,,3,1,1,,,0,,,,,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.SleepTest.Timer.stop",SleepTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,0,,,,3,1,1,,,0,,,,,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.SleepTest.Timer.time",SleepTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,0,,,,3,1,1,,,0,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.SleepTest.setUp",SleepTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,,,,3,1,1,,,0,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.SleepTest.test1",SleepTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,,,,7,2,5,,,0,,,,,,,,,6,2,0,5,7,2,,,5,,,2,2,2,1,0,,,,,0,,1,0,,,0,00,2,2,2,1
Public Method,"org.apache.tools.ant.taskdefs.SleepTest.test2",SleepTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,,,,7,2,5,,,0,,,,,,,,,6,2,0,5,7,2,,,5,,,2,2,2,1,0,,,,,0,,1,0,,,0,00,2,2,2,1
Public Method,"org.apache.tools.ant.taskdefs.SleepTest.test3",SleepTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,,,,7,2,5,,,0,,,,,,,,,6,2,0,5,7,2,,,5,,,2,2,2,1,0,,,,,0,,1,0,,,0,00,2,2,2,1
Public Method,"org.apache.tools.ant.taskdefs.SleepTest.test4",SleepTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,,,,7,2,5,,,0,,,,,,,,,6,2,0,5,7,2,,,5,,,2,2,3,1,0,,,,,0,,1,0,,,0,00,2,2,3,1
Public Method,"org.apache.tools.ant.taskdefs.SleepTest.test5",SleepTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,,,,4,1,2,,,0,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.SleepTest.test6",SleepTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,,,,7,2,5,,,0,,,,,,,,,6,2,0,5,7,2,,,5,,,2,2,2,1,0,,,,,0,,1,0,,,0,00,2,2,2,1
Public Class,"org.apache.tools.ant.taskdefs.StreamPumper",StreamPumper.java,1,1,2,1,13,0,7,6,2,0,0,0,,0,1,,,,7,5,,,,,,7,7,2,,0,0,,5,,,,121,12,,,,60,18,29,,,51,,,,,,,,,,,,23,39,16,,,23,,,,,,,,6,6,7,1,,1,3,,68,57,0,85,13,13,14,7
Public Constructor,"org.apache.tools.ant.taskdefs.StreamPumper.StreamPumper",StreamPumper.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,0,,,,3,1,1,,,6,,,,,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2,00,1,1,1,1
Public Constructor,"org.apache.tools.ant.taskdefs.StreamPumper.StreamPumper",StreamPumper.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,14,0,,,,6,2,3,,,8,,,,,,,,,4,1,0,3,4,1,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,1,33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.StreamPumper.isFinished",StreamPumper.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,,,,3,1,1,,,4,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1,33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.StreamPumper.run",StreamPumper.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,37,2,,,,27,3,17,,,8,,,,,,,,,6,12,1,8,16,3,,,13,,,6,6,7,1,2,,,,,0,,3,0,,,0,30,6,6,7,1
Method,"org.apache.tools.ant.taskdefs.StreamPumper.setAutoflush",StreamPumper.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,,,,3,1,1,,,6,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2,00,1,1,1,1
Method,"org.apache.tools.ant.taskdefs.StreamPumper.stop",StreamPumper.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,0,,,,4,1,2,,,8,,,,,,,,,2,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,2,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.StreamPumper.waitFor",StreamPumper.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,0,,,,6,2,2,,,4,,,,,,,,,2,2,0,1,3,1,,,2,,,2,2,2,1,0,,,,,0,,1,0,,,0,67,2,2,2,1
Public Class,"org.apache.tools.ant.taskdefs.StyleTest",StyleTest.java,1,1,1,1,5,0,5,0,1,2,2,0,,0,0,,,,14,0,,,,,,14,42,0,,3,2,,9,,,,108,19,,,,79,21,40,,,13,,,,,,,,,,,,21,38,17,,,21,,,,,,,,2,2,2,1,,3,1,,0,0,0,16,15,15,15,14
Public Constructor,"org.apache.tools.ant.taskdefs.StyleTest.StyleTest",StyleTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,,,,3,1,1,,,0,,,,,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Private Method,"org.apache.tools.ant.taskdefs.StyleTest.expectFileContains",StyleTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,0,,,,10,4,5,,,0,,,,,,,,,3,1,0,2,3,2,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Private Method,"org.apache.tools.ant.taskdefs.StyleTest.getFileString",StyleTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,1,,,,12,3,6,,,0,,,,,,,,,6,1,0,4,7,2,,,5,,,2,2,2,1,0,,,,,0,,1,0,,,0,00,2,2,2,1
Private Method,"org.apache.tools.ant.taskdefs.StyleTest.getFileString",StyleTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,0,,,,6,2,2,,,0,,,,,,,,,3,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Protected Method,"org.apache.tools.ant.taskdefs.StyleTest.setUp",StyleTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,,,,3,1,1,,,2,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0,67,1,1,1,1
Protected Method,"org.apache.tools.ant.taskdefs.StyleTest.tearDown",StyleTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,,,,3,1,1,,,0,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.StyleTest.testCustomMapper",StyleTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,,,,6,1,4,,,0,,,,,,,,,5,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.StyleTest.testDefaultMapper",StyleTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,,,,6,1,4,,,0,,,,,,,,,5,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.StyleTest.testNewerStylesheet",StyleTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,,,,5,1,3,,,0,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.StyleTest.testStyleIsSet",StyleTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,,,,3,1,1,,,0,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.StyleTest.testTransferParameterEmpty",StyleTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,,,,5,1,3,,,0,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.StyleTest.testTransferParameterSet",StyleTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,,,,5,1,3,,,3,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0,60,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.StyleTest.testTransferParameterUnset",StyleTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,,,,5,1,3,,,0,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.StyleTest.testTransferParameterUnsetWithIf",StyleTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,,,,5,1,3,,,0,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Public Class,"org.apache.tools.ant.taskdefs.SubAnt",SubAnt.java,2,2,2,1,16,0,9,7,1,12,12,0,,1,0,,,,27,13,,,,,,28,63,0,,4,0,,24,,,,538,42,,,,275,55,171,,,223,,,,,,,,,,,,116,184,56,,,128,,,,,,,,20,20,24,1,,3,4,,91,85,0,81,72,72,79,28
Public Method,"org.apache.tools.ant.taskdefs.SubAnt.addDirset",SubAnt.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,0,,,,3,1,1,,,9,,,,,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,3,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.SubAnt.addFilelist",SubAnt.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,0,,,,3,1,1,,,8,,,,,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2,67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.SubAnt.addFileset",SubAnt.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,0,,,,3,1,1,,,9,,,,,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,3,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.SubAnt.addProperty",SubAnt.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,0,,,,3,1,1,,,6,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.SubAnt.addPropertyset",SubAnt.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,,,,3,1,1,,,5,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1,67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.SubAnt.addReference",SubAnt.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,0,,,,3,1,1,,,6,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2,00,1,1,1,1
Private Static Method,"org.apache.tools.ant.taskdefs.SubAnt.copyProperty",SubAnt.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,31,1,,,,24,1,15,,,6,,,,,,,,,16,128,2,8,16,1,,,15,,,8,8,8,1,0,,,,,0,,1,0,,,0,25,8,8,8,1
Private Method,"org.apache.tools.ant.taskdefs.SubAnt.createAntTask",SubAnt.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,42,7,,,,27,2,19,,,8,,,,,,,,,21,64,2,19,23,5,,,18,,,7,7,8,1,0,,,,,0,,1,0,,,0,30,7,7,8,1
Public Method,"org.apache.tools.ant.taskdefs.SubAnt.createBuildpath",SubAnt.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,,,,3,1,1,,,5,,,,,,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1,67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.SubAnt.createBuildpathElement",SubAnt.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,0,,,,3,1,1,,,6,,,,,,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.SubAnt.execute",SubAnt.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,90,1,,,,78,8,58,,,12,,,,,,,,,11,582,3,33,52,9,,,43,,,20,20,24,1,6,,,,,0,,4,0,,,0,15,20,20,24,1
Private Method,"org.apache.tools.ant.taskdefs.SubAnt.execute",SubAnt.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,45,1,,,,34,4,26,,,10,,,,,,,,,13,7,1,13,19,3,,,16,,,7,7,9,1,4,,,,,0,,2,0,,,0,29,7,7,9,1
Private Method,"org.apache.tools.ant.taskdefs.SubAnt.getBuildpath",SubAnt.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,11,0,,,,6,1,3,,,5,,,,,,,,,4,2,0,2,4,1,,,3,,,2,2,2,1,0,,,,,0,,1,0,,,0,83,2,2,2,1
Public Method,"org.apache.tools.ant.taskdefs.SubAnt.handleErrorFlush",SubAnt.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,0,,,,7,1,4,,,7,,,,,,,,,2,2,0,2,4,1,,,3,,,2,2,2,1,1,,,,,0,,1,0,,,1,00,2,2,2,1
Public Method,"org.apache.tools.ant.taskdefs.SubAnt.handleErrorOutput",SubAnt.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,0,,,,7,1,4,,,7,,,,,,,,,2,2,0,2,4,1,,,3,,,2,2,2,1,1,,,,,0,,1,0,,,1,00,2,2,2,1
Public Method,"org.apache.tools.ant.taskdefs.SubAnt.handleFlush",SubAnt.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,0,,,,7,1,4,,,7,,,,,,,,,2,2,0,2,4,1,,,3,,,2,2,2,1,1,,,,,0,,1,0,,,1,00,2,2,2,1
Public Method,"org.apache.tools.ant.taskdefs.SubAnt.handleInput",SubAnt.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,23,0,,,,8,2,4,,,15,,,,,,,,,3,2,0,2,4,1,,,3,,,2,2,2,1,1,,,,,0,,1,0,,,1,88,2,2,2,1
Public Method,"org.apache.tools.ant.taskdefs.SubAnt.handleOutput",SubAnt.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,0,,,,7,1,4,,,6,,,,,,,,,2,2,0,2,4,1,,,3,,,2,2,2,1,1,,,,,0,,1,0,,,0,86,2,2,2,1
Public Method,"org.apache.tools.ant.taskdefs.SubAnt.setAntfile",SubAnt.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,0,,,,3,1,1,,,8,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2,67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.SubAnt.setBuildpath",SubAnt.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,,,,3,1,1,,,5,,,,,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1,67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.SubAnt.setBuildpathRef",SubAnt.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,,,,3,1,1,,,5,,,,,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1,67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.SubAnt.setFailonerror",SubAnt.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,,,,3,1,1,,,5,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1,67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.SubAnt.setGenericAntfile",SubAnt.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,0,,,,3,1,1,,,10,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,3,33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.SubAnt.setInheritall",SubAnt.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,,,,3,1,1,,,6,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.SubAnt.setInheritrefs",SubAnt.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,,,,3,1,1,,,6,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.SubAnt.setOutput",SubAnt.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,,,,3,1,1,,,6,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.SubAnt.setTarget",SubAnt.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,,,,3,1,1,,,6,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.SubAnt.setVerbose",SubAnt.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,,,,3,1,1,,,5,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1,67,1,1,1,1
Public Class,"org.apache.tools.ant.taskdefs.SubAntTest",SubAntTest.java,1,1,1,1,7,0,6,0,1,2,2,0,,0,0,,,,7,0,,,,,,7,35,0,,0,1,,6,,,,102,20,,,,75,29,39,,,7,,,,,,,,,,,,27,49,29,,,20,,,,,,,,2,2,2,1,,3,1,,0,0,0,09,8,8,8,7
Private Class,"org.apache.tools.ant.taskdefs.SubAntTest.BasedirChecker",SubAntTest.java,1,1,1,1,2,0,2,0,2,3,3,0,,0,0,,,,9,3,,,,,,9,9,2,,0,0,,7,,,,35,5,,,,30,13,11,,,0,,,,,,,,,,,,8,21,13,,,8,,,,,,,,4,4,4,1,,1,2,,81,81,0,00,12,12,12,9
Constructor,"org.apache.tools.ant.taskdefs.SubAntTest.BasedirChecker.BasedirChecker",SubAntTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,,,,3,1,1,,,0,,,,,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.SubAntTest.BasedirChecker.buildFinished",SubAntTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,1,1,0,,,0,,,,,,,,,0,1,0,0,1,1,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.SubAntTest.BasedirChecker.buildStarted",SubAntTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,1,1,0,,,0,,,,,,,,,0,1,0,0,1,1,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Method,"org.apache.tools.ant.taskdefs.SubAntTest.BasedirChecker.getError",SubAntTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,,,,3,1,1,,,0,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.SubAntTest.BasedirChecker.messageLogged",SubAntTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,1,1,0,,,0,,,,,,,,,0,1,0,0,1,1,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.SubAntTest.BasedirChecker.targetFinished",SubAntTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,1,1,0,,,0,,,,,,,,,0,1,0,0,1,1,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.SubAntTest.BasedirChecker.targetStarted",SubAntTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,13,0,,,,13,1,8,,,0,,,,,,,,,9,4,1,3,7,1,,,6,,,4,4,4,1,2,,,,,0,,2,0,,,0,00,4,4,4,1
Public Method,"org.apache.tools.ant.taskdefs.SubAntTest.BasedirChecker.taskFinished",SubAntTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,1,1,0,,,0,,,,,,,,,0,1,0,0,1,1,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.SubAntTest.BasedirChecker.taskStarted",SubAntTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,1,1,0,,,0,,,,,,,,,0,1,0,0,1,1,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Public Constructor,"org.apache.tools.ant.taskdefs.SubAntTest.SubAntTest",SubAntTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,,,,3,1,1,,,0,,,,,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.SubAntTest.setUp",SubAntTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,,,,3,1,1,,,0,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.SubAntTest.tearDown",SubAntTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,,,,3,1,1,,,0,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Protected Method,"org.apache.tools.ant.taskdefs.SubAntTest.testBaseDirs",SubAntTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,0,,,,10,3,7,,,0,,,,,,,,,4,2,0,6,8,3,,,5,,,2,2,2,1,0,,,,,0,,1,0,,,0,00,2,2,2,1
Public Method,"org.apache.tools.ant.taskdefs.SubAntTest.testantfile",SubAntTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17,3,,,,10,4,8,,,4,,,,,,,,,3,1,0,4,5,4,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0,40,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.SubAntTest.testgenericantfile",SubAntTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,2,,,,10,4,8,,,0,,,,,,,,,3,1,0,4,5,4,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
