Kind,Name,File,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariableInternal,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariableProtectedInternal,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodInternal,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodProtectedInternal,CountDeclMethodPublic,CountDeclProperty,CountDeclPropertyAuto,CountInput,CountLine,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineCode_Javascript,CountLineCode_Php,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountLine_Html,CountLineInactive,CountLine_Javascript,CountLine_Php,CountLinePreprocessor,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
File,"RegexpUtil.java",RegexpUtil.java,1,1,1,1,10,0,3,7,,,,,1,2,0,2,,2,0,0,,,,,,2,,0,,0,0,,2,,,,46,3,,,,9,4,2,,,34,,,,,,,,,,,,3,6,4,,,2,,,,,,,,1,1,1,1,,,0,,,,3,78,2,2,2,2
File,"RegularExpression.java",RegularExpression.java,2,2,2,1,11,0,7,3,,,,,1,0,2,7,,7,7,4,,,,,,7,,0,,2,0,,5,,,,157,12,,,,67,24,37,,,78,,,,,,,,,,,,34,49,23,,,26,,,,,,,,3,3,3,1,,,1,,,,1,16,14,14,14,7
File,"Rename.java",Rename.java,2,2,2,1,12,1,6,4,,,,,1,0,0,4,,4,4,3,,,,,,4,,0,,0,0,,4,,,,93,14,,,,39,15,16,,,40,,,,,,,,,,,,19,28,15,,,13,,,,,,,,5,5,6,1,,,1,,,,1,03,8,8,9,4
File,"RenameExtensions.java",RenameExtensions.java,1,1,1,1,13,1,8,4,,,,,1,0,0,6,,6,6,5,,,,,,6,,0,,0,0,,6,,,,142,19,,,,62,21,38,,,61,,,,,,,,,,,,42,50,21,,,29,,,,,,,,2,2,4,1,,,1,,,,0,98,7,7,9,6
File,"RenameTest.java",RenameTest.java,1,1,1,1,3,0,3,0,,,,,1,0,0,6,,6,6,0,,,,,,6,,0,,0,0,,6,,,,54,6,,,,22,9,6,,,26,,,,,,,,,,,,8,15,9,,,6,,,,,,,,1,1,1,1,,,0,,,,1,18,6,6,6,6
File,"Replace.java",Replace.java,2,2,2,1,18,1,11,5,,,,,3,0,0,28,,28,28,17,,,,,,28,,0,,3,0,,25,,,,630,78,,,,353,126,218,,,200,,,,,,,,,,,,170,245,112,,,133,,,,,,,,15,15,15,4,,,3,,,,0,57,75,75,81,31
File,"ReplaceRegExp.java",ReplaceRegExp.java,4,4,4,1,28,3,18,7,,,,,1,0,0,14,,14,14,8,,,,,,14,,0,,0,2,,12,,,,558,78,,,,290,74,185,,,192,,,,,,,,,,,,149,206,72,,,134,,,,,,,,25,25,26,1,,,6,,,,0,66,58,58,61,14
File,"ReplaceRegExpTest.java",ReplaceRegExpTest.java,1,1,1,1,9,0,8,0,,,,,1,0,1,7,,7,7,0,,,,,,7,,0,,0,0,,7,,,,102,12,,,,69,22,42,,,22,,,,,,,,,,,,36,48,22,,,26,,,,,,,,3,3,3,1,,,1,,,,0,32,9,9,9,7
File,"ReplaceTest.java",ReplaceTest.java,1,1,1,1,5,0,4,0,,,,,1,0,1,13,,13,13,0,,,,,,13,,0,,0,0,,13,,,,107,18,,,,71,24,33,,,18,,,,,,,,,,,,30,49,23,,,26,,,,,,,,5,5,5,1,,,2,,,,0,25,17,17,17,13
File,"ReplaceTokens.java",ReplaceTokens.java,2,2,2,1,14,0,8,5,,,,,2,0,2,17,,17,17,9,,,,,,17,,0,,6,0,,11,,,,342,36,,,,166,51,99,,,140,,,,,,,,,,,,79,119,50,,,69,,,,,,,,12,12,14,7,,,6,,,,0,84,39,39,41,23
File,"ReplaceTokensTest.java",ReplaceTokensTest.java,1,1,1,1,4,0,4,0,,,,,1,0,0,4,,4,4,0,,,,,,4,,0,,0,0,,4,,,,50,9,,,,23,13,8,,,18,,,,,,,,,,,,13,18,13,,,5,,,,,,,,1,1,1,1,,,0,,,,0,78,4,4,4,4
File,"ReportFilters.java",ReportFilters.java,1,1,1,1,7,0,6,1,,,,,4,0,0,10,,10,10,4,,,,,,10,,0,,0,1,,9,,,,131,20,,,,76,32,40,,,37,,,,,,,,,,,,41,60,34,,,26,,,,,,,,5,5,7,1,,,2,,,,0,49,15,15,17,10
File,"Resource.java",Resource.java,1,1,1,1,10,0,3,6,,,,,1,0,1,17,,17,17,5,,,,,,17,,0,,0,0,,17,,,,225,20,,,,76,28,35,,,129,,,,,,,,,,,,31,51,26,,,25,,,,,,,,2,2,3,1,,,1,,,,1,70,22,22,23,17
File,"ResourceFactory.java",ResourceFactory.java,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,1,1,0,,,,,,1,,1,,0,0,,0,,,,37,2,,,,4,3,0,,,31,,,,,,,,,,,,2,3,3,,,0,,,,,,,,0,0,0,0,,,0,,,,7,75,0,0,0,0
File,"ResourceLocation.java",ResourceLocation.java,1,1,1,1,6,0,3,3,,,,,1,0,0,6,,6,6,4,,,,,,6,,0,,0,0,,6,,,,111,15,,,,26,13,10,,,71,,,,,,,,,,,,12,19,13,,,6,,,,,,,,1,1,1,1,,,0,,,,2,73,6,6,6,6
File,"ResourceUtils.java",ResourceUtils.java,5,5,6,1,53,1,35,17,,,,,1,2,0,2,,2,0,0,,,,,,2,,0,,0,0,,2,,,,143,8,,,,80,27,50,,,55,,,,,,,,,,,,33,44,20,,,24,,,,,,,,10,10,12,1,,,5,,,,0,69,11,11,13,2
File,"ResourceUtilsTest.java",ResourceUtilsTest.java,1,1,1,1,3,0,3,0,,,,,1,0,0,6,,6,6,1,,,,,,6,,0,,0,0,,6,,,,62,10,,,,31,19,10,,,22,,,,,,,,,,,,15,22,17,,,5,,,,,,,,1,1,1,1,,,0,,,,0,71,6,6,6,6
File,"ResultFormatterElement.java",ResultFormatterElement.java,1,1,1,1,7,0,5,2,,,,,3,0,2,14,,14,14,6,,,,,,14,,0,,0,1,,13,,,,234,26,,,,101,45,47,,,107,,,,,,,,,,,,53,76,44,,,32,,,,,,,,7,7,7,1,,,2,,,,1,06,21,21,21,14
File,"RhinoReferenceTest.java",RhinoReferenceTest.java,1,1,1,1,4,0,3,1,,,,,1,0,0,3,,3,3,0,,,,,,3,,0,,0,0,,3,,,,43,5,,,,14,6,4,,,24,,,,,,,,,,,,5,9,6,,,3,,,,,,,,1,1,1,1,,,0,,,,1,71,3,3,3,3
File,"RhinoScriptTest.java",RhinoScriptTest.java,1,1,1,1,9,0,8,0,,,,,1,0,0,4,,4,4,0,,,,,,4,,0,,0,0,,4,,,,68,6,,,,38,8,26,,,24,,,,,,,,,,,,28,33,8,,,25,,,,,,,,1,1,1,1,,,0,,,,0,63,4,4,4,4
File,"Rmic.java",Rmic.java,1,1,1,1,11,0,6,5,,,,,2,0,1,48,,48,48,19,,,,,,48,,0,,2,1,,45,,,,728,79,,,,342,117,177,,,307,,,,,,,,,,,,148,228,110,,,118,,,,,,,,11,11,13,5,,,4,,,,0,90,80,80,86,59
File,"RmicAdapter.java",RmicAdapter.java,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,4,4,0,,,,,,4,,4,,0,0,,0,,,,62,8,,,,11,10,0,,,43,,,,,,,,,,,,9,10,10,,,0,,,,,,,,0,0,0,0,,,0,,,,3,91,0,0,0,0
File,"RmicAdapterFactory.java",RmicAdapterFactory.java,3,3,3,3,18,0,9,9,,,,,1,2,0,3,,3,1,0,,,,,,3,,0,,2,0,,1,,,,89,7,,,,34,11,19,,,48,,,,,,,,,,,,13,21,9,,,12,,,,,,,,4,4,4,4,,,1,,,,1,41,9,9,9,9
File,"RmicTest.java",RmicTest.java,1,1,1,1,16,1,12,2,,,,,1,0,0,4,,4,4,2,,,,,,4,,0,,0,0,,4,,,,102,16,,,,57,16,42,,,29,,,,,,,,,,,,44,49,16,,,33,,,,,,,,1,1,2,1,,,0,,,,0,51,4,4,5,4
File,"Rotate.java",Rotate.java,2,2,2,2,16,0,11,4,,,,,1,0,0,4,,4,4,1,,,,,,4,,0,,0,0,,4,,,,105,9,,,,57,21,36,,,39,,,,,,,,,,,,42,52,23,,,29,,,,,,,,4,4,4,3,,,2,,,,0,68,9,9,9,8
File,"Rpm.java",Rpm.java,3,3,3,1,17,0,11,5,,,,,1,0,0,14,,14,14,11,,,,,,14,,0,,0,2,,12,,,,359,38,,,,194,67,113,,,128,,,,,,,,,,,,97,137,64,,,73,,,,,,,,21,21,22,6,,,3,,,,0,66,42,42,45,19
File,"RuntimeConfigurable.java",RuntimeConfigurable.java,2,2,2,1,17,0,8,7,,,,,1,0,1,21,,21,21,10,,,,,,21,,2,,0,0,,19,,,,473,48,,,,214,62,120,,,214,,,,,,,,,,,,99,151,61,,,90,,,,,,,,13,13,15,4,,,4,,,,1,00,53,53,58,24
File,"RuntimeConfigurable2.java",RuntimeConfigurable2.java,1,1,1,1,12,0,6,6,,,,,1,1,0,18,,18,17,8,,,,,,18,,3,,0,0,,15,,,,343,29,,,,136,52,72,,,178,,,,,,,,,,,,68,95,49,,,46,,,,,,,,11,11,11,1,,,4,,,,1,31,31,31,31,18
File,"SOS.java",SOS.java,1,1,1,1,9,0,5,4,,,,,1,0,0,36,,37,37,17,,,,,,37,,1,,0,24,,12,,,,452,46,,,,210,73,111,,,198,,,,,,,,,,,,101,151,70,,,81,,,,,,,,5,5,5,1,,,3,,,,0,94,53,53,53,36
File,"SOSCheckin.java",SOSCheckin.java,1,1,1,1,17,0,7,9,,,,,1,0,0,4,,4,4,0,,,,,,4,,0,,0,1,,3,,,,101,9,,,,33,7,19,,,59,,,,,,,,,,,,18,25,7,,,18,,,,,,,,3,3,3,1,,,1,,,,1,79,6,6,6,4
File,"SOSCheckout.java",SOSCheckout.java,1,1,1,1,18,1,7,9,,,,,1,0,0,3,,3,3,0,,,,,,3,,0,,0,1,,2,,,,85,8,,,,26,6,15,,,51,,,,,,,,,,,,15,20,6,,,14,,,,,,,,2,2,2,1,,,1,,,,1,96,4,4,4,3
File,"SOSCmd.java",SOSCmd.java,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,0,0,26,,,,,,0,,0,,0,0,,0,,,,52,1,,,,29,28,26,,,22,,,,,,,,,,,,27,28,28,,,0,,,,,,,,0,0,0,0,,,0,,,,0,76,0,0,0,0
File,"SOSGet.java",SOSGet.java,1,1,1,1,16,0,7,8,,,,,1,0,0,5,,5,5,0,,,,,,5,,0,,0,1,,4,,,,116,10,,,,40,8,23,,,66,,,,,,,,,,,,21,30,8,,,22,,,,,,,,4,4,4,1,,,2,,,,1,65,8,8,8,5
File,"SOSLabel.java",SOSLabel.java,1,1,1,1,14,1,6,7,,,,,1,0,0,4,,4,4,0,,,,,,4,,0,,0,1,,3,,,,91,10,,,,31,8,16,,,50,,,,,,,,,,,,17,24,8,,,16,,,,,,,,3,3,3,1,,,1,,,,1,61,6,6,6,4
File,"SOSTest.java",SOSTest.java,1,1,1,1,18,1,14,2,,,,,1,0,12,15,,15,15,2,,,,,,15,,0,,1,2,,12,,,,336,41,,,,233,84,187,,,62,,,,,,,,,,,,160,180,53,,,127,,,,,,,,4,4,4,1,,,2,,,,0,27,19,19,19,15
File,"SQLExec.java",SQLExec.java,3,3,3,1,18,0,13,4,,,,,4,0,2,24,,24,24,20,,,,,,24,,0,,1,4,,19,,,,672,78,,,,377,106,237,,,218,,,,,,,,,,,,184,265,108,,,157,,,,,,,,20,20,28,7,,,5,,,,0,58,77,77,88,30
File,"SQLExecTest.java",SQLExecTest.java,1,1,1,1,9,0,7,1,,,,,2,0,10,15,,15,15,0,,,,,,15,,0,,0,6,,9,,,,236,29,,,,143,52,88,,,66,,,,,,,,,,,,85,111,51,,,60,,,,,,,,4,4,4,4,,,3,,,,0,46,26,24,26,18
File,"SSHBase.java",SSHBase.java,1,1,1,1,6,0,3,2,,,,,1,0,1,18,,18,18,7,,,,,,18,,0,,0,2,,16,,,,187,27,,,,86,36,34,,,74,,,,,,,,,,,,44,65,36,,,29,,,,,,,,3,3,4,1,,,1,,,,0,86,20,20,21,18
File,"SSHExec.java",SSHExec.java,3,3,3,1,22,0,16,6,,,,,2,0,2,9,,9,9,6,,,,,,9,,0,,1,0,,8,,,,264,28,,,,157,41,100,,,82,,,,,,,,,,,,72,105,40,,,65,,,,,,,,19,19,21,3,,,3,,,,0,52,33,33,35,13
File,"SSHUserInfo.java",SSHUserInfo.java,1,1,1,1,6,0,3,2,,,,,1,0,0,19,,19,19,6,,,,,,19,,0,,0,0,,19,,,,171,24,,,,73,28,27,,,74,,,,,,,,,,,,31,52,28,,,24,,,,,,,,2,2,2,1,,,1,,,,1,01,20,20,20,19
File,"Scale.java",Scale.java,2,2,2,1,11,0,9,1,,,,,2,0,0,9,,9,9,5,,,,,,9,,0,,0,0,,9,,,,151,20,,,,100,33,63,,,31,,,,,,,,,,,,58,82,35,,,47,,,,,,,,7,7,7,3,,,2,,,,0,31,22,22,22,13
File,"Scp.java",Scp.java,2,2,2,1,15,0,11,3,,,,,1,0,0,17,,17,17,5,,,,,,17,,0,,6,0,,11,,,,329,33,,,,217,66,135,,,79,,,,,,,,,,,,109,154,63,,,91,,,,,,,,9,9,13,1,,,4,,,,0,36,42,42,48,17
File,"ScpFromMessage.java",ScpFromMessage.java,3,3,3,1,22,0,19,1,,,,,1,0,0,7,,7,7,5,,,,,,7,,0,,4,0,,3,,,,206,19,,,,158,68,97,,,29,,,,,,,,,,,,86,111,51,,,60,,,,,,,,9,9,10,5,,,3,,,,0,18,24,24,26,13
File,"ScpTest.java",ScpTest.java,1,1,1,1,11,1,10,0,,,,,1,0,0,9,,9,9,5,,,,,,9,,0,,3,2,,4,,,,165,25,,,,108,44,73,,,32,,,,,,,,,,,,82,94,46,,,48,,,,,,,,3,3,3,1,,,1,,,,0,30,13,13,13,9
File,"ScpToMessage.java",ScpToMessage.java,1,1,1,1,13,1,10,1,,,,,1,0,0,13,,13,13,4,,,,,,13,,0,,6,0,,7,,,,222,33,,,,159,68,86,,,30,,,,,,,,,,,,88,112,53,,,59,,,,,,,,4,4,5,3,,,3,,,,0,19,23,23,24,15
File,"Script.java",Script.java,1,1,1,1,12,0,7,5,,,,,1,0,0,4,,4,4,3,,,,,,4,,0,,0,0,,4,,,,89,10,,,,38,14,17,,,41,,,,,,,,,,,,22,30,14,,,16,,,,,,,,4,4,4,1,,,1,,,,1,08,7,7,7,4
File,"ScriptDef.java",ScriptDef.java,2,2,2,1,17,0,10,6,,,,,3,0,0,14,,14,14,10,,,,,,14,,0,,0,0,,14,,,,348,42,,,,182,56,103,,,124,,,,,,,,,,,,88,122,57,,,65,,,,,,,,12,12,14,1,,,3,,,,0,68,32,32,34,14
File,"ScriptDefBase.java",ScriptDefBase.java,2,2,2,1,13,0,8,4,,,,,1,0,0,4,,4,4,2,,,,,,4,,0,,1,0,,3,,,,98,11,,,,47,23,23,,,40,,,,,,,,,,,,27,36,22,,,14,,,,,,,,3,3,3,1,,,1,,,,0,85,8,8,8,4
File,"ScriptDefTest.java",ScriptDefTest.java,1,1,1,1,6,0,6,0,,,,,1,0,0,11,,11,11,0,,,,,,11,,0,,0,0,,11,,,,117,17,,,,73,28,44,,,27,,,,,,,,,,,,34,46,28,,,18,,,,,,,,1,1,1,1,,,0,,,,0,37,11,11,11,11
File,"ScriptFilter.java",ScriptFilter.java,1,1,1,1,10,0,4,5,,,,,1,0,0,7,,7,7,3,,,,,,7,,0,,1,0,,6,,,,124,13,,,,43,16,20,,,68,,,,,,,,,,,,25,34,16,,,18,,,,,,,,2,2,2,1,,,1,,,,1,58,8,8,8,7
File,"ScriptRunner.java",ScriptRunner.java,2,2,3,1,18,1,10,7,,,,,1,0,0,7,,7,7,3,,,,,,7,,0,,0,0,,7,,,,193,22,,,,94,34,53,,,77,,,,,,,,,,,,49,67,35,,,32,,,,,,,,7,7,7,1,,,3,,,,0,82,19,19,21,7
File,"SelectSelector.java",SelectSelector.java,2,2,2,1,12,0,6,5,,,,,1,0,0,13,,13,13,2,,,,,,13,,0,,1,0,,12,,,,210,22,,,,97,25,51,,,91,,,,,,,,,,,,41,68,25,,,43,,,,,,,,4,4,5,3,,,2,,,,0,94,26,26,29,17
File,"SelectorContainer.java",SelectorContainer.java,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,24,24,0,,,,,,24,,24,,0,0,,0,,,,185,28,,,,30,29,0,,,127,,,,,,,,,,,,28,29,29,,,0,,,,,,,,0,0,0,0,,,0,,,,4,23,0,0,0,0
File,"SelectorScanner.java",SelectorScanner.java,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,3,3,0,,,,,,3,,3,,0,0,,0,,,,48,5,,,,6,5,0,,,37,,,,,,,,,,,,4,5,5,,,0,,,,,,,,0,0,0,0,,,0,,,,6,17,0,0,0,0
File,"SelectorUtils.java",SelectorUtils.java,6,6,7,5,37,1,23,12,,,,,1,15,1,16,,16,1,0,,,,,,16,,0,,2,0,,14,,,,654,47,,,,384,73,256,,,233,,,,,,,,,,,,199,301,86,,,215,,,,,,,,36,36,47,36,,,5,,,,0,61,101,101,117,89
File,"SendEmail.java",SendEmail.java,1,1,1,1,9,0,3,6,,,,,1,0,0,1,,1,1,0,,,,,,1,,0,,0,0,,1,,,,44,4,,,,7,4,1,,,33,,,,,,,,,,,,3,5,4,,,1,,,,,,,,1,1,1,1,,,0,,,,4,71,1,1,1,1
File,"Sequential.java",Sequential.java,1,1,1,1,10,0,4,5,,,,,1,0,0,2,,2,2,1,,,,,,2,,0,,0,0,,2,,,,67,9,,,,19,12,5,,,39,,,,,,,,,,,,12,15,12,,,3,,,,,,,,2,2,2,1,,,1,,,,2,05,3,3,3,2
File,"Server.java",Server.java,2,2,2,1,10,0,8,1,,,,,1,0,0,8,,8,8,5,,,,,,8,,0,,0,1,,7,,,,176,15,,,,79,20,42,,,82,,,,,,,,,,,,32,53,20,,,33,,,,,,,,7,7,7,3,,,3,,,,1,04,20,20,22,10
File,"ServerDeploy.java",ServerDeploy.java,1,1,1,1,9,0,4,5,,,,,1,0,0,8,,8,8,3,,,,,,8,,0,,0,0,,8,,,,152,18,,,,43,19,16,,,91,,,,,,,,,,,,24,33,20,,,13,,,,,,,,2,2,2,1,,,1,,,,2,12,9,9,9,8
File,"ServerElement.java",ServerElement.java,1,1,1,1,6,0,5,1,,,,,1,0,0,6,,6,6,6,,,,,,6,,0,,0,0,,6,,,,140,17,,,,46,23,21,,,78,,,,,,,,,,,,28,37,24,,,13,,,,,,,,3,3,3,1,,,1,,,,1,70,8,8,8,6
File,"SetProxy.java",SetProxy.java,2,2,2,1,14,0,9,4,,,,,2,0,0,13,,13,13,8,,,,,,13,,0,,2,2,,9,,,,313,37,,,,143,39,91,,,133,,,,,,,,,,,,79,106,39,,,67,,,,,,,,12,12,13,1,,,3,,,,0,93,29,29,30,13
File,"SetProxy.java",SetProxy.java,1,1,1,1,13,0,7,5,,,,,1,0,0,9,,9,9,4,,,,,,9,,0,,0,1,,8,,,,239,36,,,,81,25,46,,,122,,,,,,,,,,,,42,56,24,,,32,,,,,,,,5,5,5,1,,,1,,,,1,51,16,16,17,9
File,"SignJar.java",SignJar.java,2,2,2,1,15,1,10,3,,,,,1,0,0,18,,18,18,14,,,,,,18,,0,,1,2,,15,,,,374,52,,,,213,57,115,,,109,,,,,,,,,,,,102,154,58,,,96,,,,,,,,15,15,15,8,,,4,,,,0,51,51,51,53,30
File,"SignJarTest.java",SignJarTest.java,1,1,1,1,3,0,3,0,,,,,1,0,1,8,,8,8,0,,,,,,8,,0,,0,0,,8,,,,69,12,,,,37,20,9,,,20,,,,,,,,,,,,18,27,19,,,8,,,,,,,,1,1,1,1,,,0,,,,0,54,8,8,8,8
File,"SimpleP4OutputHandler.java",SimpleP4OutputHandler.java,4,4,5,1,27,1,11,15,,,,,1,0,0,2,,2,2,1,,,,,,2,,0,,0,0,,2,,,,93,9,,,,30,8,15,,,56,,,,,,,,,,,,12,20,8,,,12,,,,,,,,7,7,9,1,,,2,,,,1,87,8,8,10,2
File,"SingleCheckExecutor.java",SingleCheckExecutor.java,1,1,1,1,4,0,4,0,,,,,1,0,0,2,,2,2,0,,,,,,2,,0,,0,0,,2,,,,46,8,,,,14,8,3,,,24,,,,,,,,,,,,6,9,7,,,2,,,,,,,,1,1,1,1,,,0,,,,1,71,2,2,2,2
File,"SizeSelector.java",SizeSelector.java,3,3,4,1,19,0,11,8,,,,,3,0,3,10,,10,10,4,,,,,,10,,0,,0,0,,10,,,,277,20,,,,129,29,88,,,129,,,,,,,,,,,,56,93,30,,,63,,,,,,,,10,10,19,4,,,4,,,,1,00,34,34,44,13
File,"SizeSelectorTest.java",SizeSelectorTest.java,2,2,2,1,41,4,34,2,,,,,1,0,0,4,,4,4,1,,,,,,4,,0,,0,0,,4,,,,205,26,,,,149,31,121,,,30,,,,,,,,,,,,115,126,31,,,95,,,,,,,,6,6,6,1,,,1,,,,0,20,9,9,9,4
File,"Sj.java",Sj.java,1,1,1,1,12,1,6,4,,,,,1,0,0,2,,2,2,0,,,,,,2,,0,,0,1,,1,,,,58,9,,,,18,10,8,,,31,,,,,,,,,,,,11,14,10,,,4,,,,,,,,2,2,2,1,,,0,,,,1,72,3,3,3,2
File,"Sleep.java",Sleep.java,1,1,1,1,10,0,5,5,,,,,1,0,0,10,,10,10,5,,,,,,10,,0,,1,0,,9,,,,190,30,,,,62,24,30,,,98,,,,,,,,,,,,24,39,22,,,17,,,,,,,,3,3,3,1,,,2,,,,1,58,14,14,14,10
File,"SleepTest.java",SleepTest.java,1,1,1,1,4,0,4,0,,,,,2,0,3,12,,12,12,2,,,,,,12,,0,,0,0,,12,,,,110,20,,,,68,26,38,,,22,,,,,,,,,,,,39,58,26,,,32,,,,,,,,2,2,3,1,,,1,,,,0,32,17,17,18,12
File,"SmtpResponseReader.java",SmtpResponseReader.java,1,1,2,1,11,0,6,4,,,,,1,0,0,5,,5,5,2,,,,,,5,,0,,1,1,,3,,,,98,10,,,,40,14,19,,,48,,,,,,,,,,,,20,30,14,,,16,,,,,,,,4,4,5,3,,,2,,,,1,20,9,9,11,7
File,"Socket.java",Socket.java,1,1,1,1,5,0,3,2,,,,,1,0,0,3,,3,3,2,,,,,,3,,0,,0,0,,3,,,,55,6,,,,14,7,5,,,35,,,,,,,,,,,,6,10,7,,,3,,,,,,,,1,1,1,1,,,0,,,,2,50,3,3,3,3
File,"Socket.java",Socket.java,2,2,2,1,15,0,10,5,,,,,1,0,0,3,,3,3,2,,,,,,3,,0,,0,0,,3,,,,85,7,,,,40,12,22,,,38,,,,,,,,,,,,17,26,12,,,14,,,,,,,,6,6,6,1,,,2,,,,0,95,8,8,8,3
File,"SoundTask.java",SoundTask.java,1,1,1,1,9,0,6,3,,,,,2,0,0,11,,11,11,5,,,,,,11,,0,,0,0,,11,,,,179,23,,,,85,33,45,,,71,,,,,,,,,,,,42,62,34,,,28,,,,,,,,6,6,6,1,,,4,,,,0,84,18,18,18,11
File,"SourceFileScanner.java",SourceFileScanner.java,1,1,1,1,16,0,8,8,,,,,1,0,0,6,,6,6,3,,,,,,6,,0,,0,0,,6,,,,148,13,,,,59,29,28,,,77,,,,,,,,,,,,35,45,27,,,18,,,,,,,,3,3,3,1,,,1,,,,1,31,9,9,9,6
File,"SpecialSeq.java",SpecialSeq.java,1,1,1,1,7,0,5,2,,,,,1,0,0,4,,4,4,3,,,,,,4,,0,,0,0,,4,,,,66,8,,,,32,16,11,,,26,,,,,,,,,,,,20,26,17,,,9,,,,,,,,3,3,4,1,,,1,,,,0,81,6,6,7,4
File,"Specification.java",Specification.java,2,2,3,1,22,1,13,7,,,,,1,6,11,19,,19,13,7,,,,,,19,,0,,6,0,,13,,,,605,66,,,,300,118,172,,,239,,,,,,,,,,,,129,181,76,,,105,,,,,,,,8,8,11,8,,,4,,,,0,80,51,51,59,26
File,"SplashScreen.java",SplashScreen.java,1,1,1,1,6,0,5,0,,,,,1,0,0,12,,12,12,5,,,,,,12,,0,,0,1,,11,,,,133,24,,,,93,41,45,,,16,,,,,,,,,,,,61,76,41,,,35,,,,,,,,2,2,2,1,,,1,,,,0,17,14,14,14,12
File,"SplashScreenTest.java",SplashScreenTest.java,3,3,3,1,22,3,18,3,,,,,1,1,0,1,,1,0,0,,,,,,1,,0,,0,0,,1,,,,55,8,,,,22,6,14,,,27,,,,,,,,,,,,12,16,6,,,10,,,,,,,,3,3,3,1,,,1,,,,1,23,3,3,3,1
File,"SplashTask.java",SplashTask.java,2,2,3,1,18,1,13,3,,,,,1,0,1,9,,9,9,7,,,,,,9,,0,,1,0,,8,,,,229,30,,,,146,41,97,,,53,,,,,,,,,,,,76,102,40,,,62,,,,,,,,17,17,22,1,,,4,,,,0,36,25,25,30,9
File,"StarTeamCheckin.java",StarTeamCheckin.java,2,2,2,1,18,1,10,6,,,,,2,0,0,15,,15,15,4,,,,,,15,,1,,2,5,,7,,,,362,50,,,,174,54,105,,,138,,,,,,,,,,,,75,111,48,,,63,,,,,,,,7,7,8,1,,,4,,,,0,79,36,36,37,15
File,"StarTeamCheckout.java",StarTeamCheckout.java,3,3,3,1,23,1,14,7,,,,,2,0,0,22,,22,22,5,,,,,,22,,3,,4,5,,10,,,,640,79,,,,335,79,220,,,226,,,,,,,,,,,,139,210,74,,,136,,,,,,,,14,14,14,4,,,5,,,,0,67,76,75,80,25
File,"StarTeamLabel.java",StarTeamLabel.java,2,2,2,1,14,0,7,6,,,,,1,0,1,7,,7,7,5,,,,,,7,,0,,0,1,,6,,,,190,25,,,,69,25,38,,,96,,,,,,,,,,,,32,45,24,,,21,,,,,,,,7,7,8,1,,,2,,,,1,39,14,14,15,7
File,"StarTeamList.java",StarTeamList.java,2,2,2,1,19,1,11,5,,,,,2,3,2,13,,13,10,1,,,,,,13,,1,,1,8,,3,,,,319,41,,,,174,60,103,,,104,,,,,,,,,,,,82,116,54,,,62,,,,,,,,8,8,8,4,,,4,,,,0,60,34,34,35,18
File,"StarTeamTask.java",StarTeamTask.java,1,1,1,1,11,0,5,6,,,,,1,0,0,21,,22,22,7,,,,,,22,,0,,1,7,,14,,,,371,50,,,,127,48,56,,,194,,,,,,,,,,,,57,87,47,,,40,,,,,,,,5,5,5,1,,,4,,,,1,53,30,30,30,21
File,"StreamPumper.java",StreamPumper.java,1,1,2,1,13,0,7,6,,,,,1,0,1,7,,7,7,5,,,,,,7,,2,,0,0,,5,,,,144,15,,,,64,22,29,,,67,,,,,,,,,,,,27,43,20,,,23,,,,,,,,6,6,7,1,,,3,,,,1,05,13,13,14,7
