Kind,Name,File,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariableInternal,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariableProtectedInternal,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodInternal,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodProtectedInternal,CountDeclMethodPublic,CountDeclProperty,CountDeclPropertyAuto,CountInput,CountLine,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineCode_Javascript,CountLineCode_Php,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountLine_Html,CountLineInactive,CountLine_Javascript,CountLine_Php,CountLinePreprocessor,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Method,"org.apache.tools.ant.taskdefs.UpToDate.setValue",UpToDate.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,,,,3,1,1,,,6,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2,00,1,1,1,1
Public Class,"org.apache.tools.ant.taskdefs.UpToDateTest",UpToDateTest.java,1,1,1,1,3,0,3,0,1,0,0,0,,0,0,,,,7,0,,,,,,7,39,0,,0,0,,7,,,,30,7,,,,23,8,7,,,0,,,,,,,,,,,,7,15,8,,,7,,,,,,,,1,1,1,1,,3,0,,0,0,0,00,7,7,7,7
Public Constructor,"org.apache.tools.ant.taskdefs.UpToDateTest.UpToDateTest",UpToDateTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,,,,3,1,1,,,0,,,,,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.UpToDateTest.setUp",UpToDateTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,,,,3,1,1,,,0,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.UpToDateTest.tearDown",UpToDateTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,,,,3,1,1,,,0,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.UpToDateTest.testFilesetOutOfDate",UpToDateTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,,,,3,1,1,,,0,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.UpToDateTest.testFilesetUpToDate",UpToDateTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,,,,3,1,1,,,0,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.UpToDateTest.testRCOutOfDate",UpToDateTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,,,,3,1,1,,,0,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.UpToDateTest.testRCUpToDate",UpToDateTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,,,,3,1,1,,,0,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Public Class,"org.apache.tools.ant.taskdefs.VerifyJar",VerifyJar.java,3,3,4,1,29,3,19,6,1,8,8,0,,0,3,,,,3,2,,,,,,3,65,0,,1,0,,2,,,,174,29,,,,101,32,61,,,44,,,,,,,,,,,,48,72,32,,,40,,,,,,,,7,7,7,1,,4,2,,33,16,0,44,11,11,12,3
Private Static Class,"org.apache.tools.ant.taskdefs.VerifyJar.BufferingOutputFilter",VerifyJar.java,1,1,1,1,4,0,4,0,2,1,1,0,,0,0,,,,3,1,,,,,,3,3,0,,0,0,,3,,,,22,4,,,,15,5,5,,,3,,,,,,,,,,,,5,10,5,,,5,,,,,,,,2,2,2,1,,1,1,,0,0,0,20,4,4,4,3
Public Method,"org.apache.tools.ant.taskdefs.VerifyJar.BufferingOutputFilter.chain",VerifyJar.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,,,,4,1,2,,,0,,,,,,,,,3,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.VerifyJar.BufferingOutputFilter.clear",VerifyJar.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,,,,5,1,2,,,0,,,,,,,,,1,2,0,1,3,1,,,2,,,2,2,2,1,0,,,,,0,,1,0,,,0,00,2,2,2,1
Public Method,"org.apache.tools.ant.taskdefs.VerifyJar.BufferingOutputFilter.toString",VerifyJar.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,,,,3,1,1,,,0,,,,,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Private Static Class,"org.apache.tools.ant.taskdefs.VerifyJar.BufferingOutputFilterReader",VerifyJar.java,1,1,1,1,4,0,3,0,1,0,0,0,,0,0,,,,5,2,,,,,,5,5,0,,0,0,,5,,,,34,7,,,,21,9,8,,,6,,,,,,,,,,,,9,15,9,,,6,,,,,,,,1,1,1,1,,2,0,,40,40,0,29,5,5,5,5
Public Constructor,"org.apache.tools.ant.taskdefs.VerifyJar.BufferingOutputFilterReader.BufferingOutputFilterReader",VerifyJar.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,,,,3,1,1,,,0,,,,,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.VerifyJar.BufferingOutputFilterReader.clear",VerifyJar.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,,,,3,1,1,,,0,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.VerifyJar.BufferingOutputFilterReader.close",VerifyJar.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,,,,3,1,1,,,0,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.VerifyJar.BufferingOutputFilterReader.read",VerifyJar.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,0,,,,5,2,3,,,3,,,,,,,,,3,1,0,3,4,2,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0,60,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.VerifyJar.BufferingOutputFilterReader.toString",VerifyJar.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,,,,3,1,1,,,0,,,,,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.VerifyJar.execute",VerifyJar.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,33,6,,,,21,7,16,,,6,,,,,,,,,14,4,1,12,16,7,,,9,,,3,3,4,1,0,,,,,0,,2,0,,,0,29,3,3,4,1
Public Method,"org.apache.tools.ant.taskdefs.VerifyJar.setCertificates",VerifyJar.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,,,,3,1,1,,,4,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1,33,1,1,1,1
Private Method,"org.apache.tools.ant.taskdefs.VerifyJar.verifyOneJar",VerifyJar.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,47,5,,,,34,4,26,,,8,,,,,,,,,13,48,2,16,23,4,,,19,,,7,7,7,1,2,,,,,0,,2,0,,,0,24,7,7,7,1
Public Class,"org.apache.tools.ant.taskdefs.WaitFor",WaitFor.java,1,1,1,1,11,0,6,4,1,4,4,0,,0,7,,,,9,5,,,,,,9,44,0,,0,2,,7,,,,210,20,,,,103,43,65,,,87,,,,,,,,,,,,54,75,41,,,34,,,,,,,,6,6,6,3,,3,3,,77,75,0,84,15,15,15,11
Public Static Class,"org.apache.tools.ant.taskdefs.WaitFor.Unit",WaitFor.java,1,1,1,1,8,0,5,3,1,1,1,0,,0,7,,,,3,1,,,,,,3,12,0,,0,0,,3,,,,54,6,,,,28,16,18,,,20,,,,,,,,,,,,18,22,14,,,8,,,,,,,,1,1,1,1,,2,0,,33,33,0,71,3,3,3,3
Public Constructor,"org.apache.tools.ant.taskdefs.WaitFor.Unit.Unit",WaitFor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,9,0,,,,8,1,6,,,1,,,,,,,,,2,1,0,6,7,1,,,6,,,1,1,1,1,0,,,,,0,,0,0,,,0,12,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.WaitFor.Unit.getMultiplier",WaitFor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,0,,,,5,3,3,,,4,,,,,,,,,5,1,0,3,4,3,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0,80,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.WaitFor.Unit.getValues",WaitFor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,,,,3,1,1,,,4,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1,33,1,1,1,1
Public Constructor,"org.apache.tools.ant.taskdefs.WaitFor.WaitFor",WaitFor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,,,,3,1,1,,,3,,,,,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.WaitFor.execute",WaitFor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,42,2,,,,34,6,26,,,6,,,,,,,,,12,16,1,15,22,6,,,16,,,6,6,6,3,6,,,,,4,,3,3,,,0,18,6,6,6,3
Protected Method,"org.apache.tools.ant.taskdefs.WaitFor.processSuccess",WaitFor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,,,,3,1,1,,,5,,,,,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1,67,1,1,1,1
Protected Method,"org.apache.tools.ant.taskdefs.WaitFor.processTimeout",WaitFor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,13,0,,,,6,1,3,,,7,,,,,,,,,4,2,0,2,4,1,,,3,,,2,2,2,1,0,,,,,0,,1,0,,,1,17,2,2,2,1
Public Method,"org.apache.tools.ant.taskdefs.WaitFor.setCheckEvery",WaitFor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,,,,3,1,1,,,4,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1,33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.WaitFor.setCheckEveryUnit",WaitFor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,,,,3,1,1,,,4,,,,,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1,33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.WaitFor.setMaxWait",WaitFor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,,,,3,1,1,,,4,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1,33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.WaitFor.setMaxWaitUnit",WaitFor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,,,,3,1,1,,,4,,,,,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1,33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.WaitFor.setTimeoutProperty",WaitFor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,,,,3,1,1,,,4,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1,33,1,1,1,1
Public Class,"org.apache.tools.ant.taskdefs.War",War.java,1,1,2,1,15,0,7,7,1,6,6,0,,0,3,,,,10,3,,,,,,10,175,0,,0,3,,7,,,,200,17,,,,87,24,53,,,96,,,,,,,,,,,,35,52,20,,,32,,,,,,,,5,5,6,1,,6,3,,76,76,1,10,16,16,20,10
Public Constructor,"org.apache.tools.ant.taskdefs.War.War",War.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,,,,5,1,3,,,1,,,,,,,,,4,1,0,3,4,1,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0,20,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.War.addClasses",War.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,,,,4,1,2,,,5,,,,,,,,,2,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,1,25,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.War.addLib",War.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,,,,4,1,2,,,5,,,,,,,,,2,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,1,25,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.War.addWebinf",War.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,,,,4,1,2,,,5,,,,,,,,,2,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,1,25,1,1,1,1
Protected Method,"org.apache.tools.ant.taskdefs.War.cleanUp",War.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,16,0,,,,12,1,9,,,4,,,,,,,,,5,2,0,3,5,1,,,4,,,2,2,6,1,0,,,,,0,,1,0,,,0,33,2,2,6,1
Protected Method,"org.apache.tools.ant.taskdefs.War.initZipOutputStream",War.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,0,,,,4,2,1,,,7,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1,75,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.War.setNeedxmlfile",War.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,,,,3,1,1,,,4,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1,33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.War.setWarfile",War.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,0,,,,3,1,1,,,8,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2,67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.War.setWebxml",War.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,19,1,,,,12,2,9,,,6,,,,,,,,,7,2,0,6,8,2,,,6,,,2,2,2,1,0,,,,,0,,1,0,,,0,50,2,2,2,1
Protected Method,"org.apache.tools.ant.taskdefs.War.zipFile",War.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,53,0,,,,27,5,19,,,26,,,,,,,,,7,8,1,8,13,3,,,10,,,5,5,5,1,1,,,,,0,,3,0,,,0,96,5,5,5,1
Public Class,"org.apache.tools.ant.taskdefs.WarTest",WarTest.java,1,1,1,1,4,0,3,0,1,1,1,0,,0,1,,,,4,0,,,,,,4,36,0,,0,0,,4,,,,29,4,,,,18,8,7,,,7,,,,,,,,,,,,7,12,7,,,5,,,,,,,,1,1,1,1,,3,0,,0,0,0,39,4,4,4,4
Public Constructor,"org.apache.tools.ant.taskdefs.WarTest.WarTest",WarTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,,,,3,1,1,,,0,,,,,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.WarTest.setUp",WarTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,,,,3,1,1,,,0,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.WarTest.tearDown",WarTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,,,,3,1,1,,,0,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.WarTest.testLibRefs",WarTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,0,,,,5,2,3,,,3,,,,,,,,,5,1,0,3,4,2,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0,60,1,1,1,1
Public Class,"org.apache.tools.ant.taskdefs.WhichResource",WhichResource.java,2,2,2,1,15,0,9,4,1,5,5,0,,0,0,,,,8,4,,,,,,8,47,0,,1,0,,7,,,,163,18,,,,84,17,48,,,61,,,,,,,,,,,,35,56,17,,,39,,,,,,,,6,6,6,1,,3,1,,62,59,0,73,20,20,20,8
Public Method,"org.apache.tools.ant.taskdefs.WhichResource.createClasspath",WhichResource.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,0,,,,6,1,3,,,4,,,,,,,,,5,2,0,2,4,1,,,3,,,2,2,2,1,0,,,,,0,,1,0,,,0,67,2,2,2,1
Public Method,"org.apache.tools.ant.taskdefs.WhichResource.execute",WhichResource.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,42,3,,,,33,4,24,,,6,,,,,,,,,17,32,2,17,23,4,,,19,,,6,6,6,1,1,,,,,0,,1,0,,,0,18,6,6,6,1
Public Method,"org.apache.tools.ant.taskdefs.WhichResource.setClass",WhichResource.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,,,,3,1,1,,,5,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1,67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.WhichResource.setClasspath",WhichResource.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,0,,,,7,1,4,,,4,,,,,,,,,2,2,0,2,4,1,,,3,,,2,2,2,1,1,,,,,0,,1,0,,,0,57,2,2,2,1
Public Method,"org.apache.tools.ant.taskdefs.WhichResource.setClasspathRef",WhichResource.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,,,,3,1,1,,,6,,,,,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.WhichResource.setProperty",WhichResource.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,,,,3,1,1,,,5,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1,67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.WhichResource.setResource",WhichResource.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,,,,3,1,1,,,5,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1,67,1,1,1,1
Private Method,"org.apache.tools.ant.taskdefs.WhichResource.validate",WhichResource.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,25,2,,,,20,2,13,,,3,,,,,,,,,1,32,2,6,12,2,,,10,,,6,6,6,1,0,,,,,0,,1,0,,,0,15,6,6,6,1
Public Class,"org.apache.tools.ant.taskdefs.WhichResourceTest",WhichResourceTest.java,1,1,1,1,3,0,3,0,1,1,1,0,,0,1,,,,5,0,,,,,,5,37,0,,0,0,,5,,,,27,5,,,,22,8,9,,,0,,,,,,,,,,,,9,15,7,,,8,,,,,,,,1,1,1,1,,3,0,,0,0,0,00,5,5,5,5
Public Constructor,"org.apache.tools.ant.taskdefs.WhichResourceTest.WhichResourceTest",WhichResourceTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,,,,3,1,1,,,0,,,,,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.WhichResourceTest.setUp",WhichResourceTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,,,,3,1,1,,,0,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.WhichResourceTest.testClassname",WhichResourceTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,,,,4,1,2,,,0,,,,,,,,,4,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.WhichResourceTest.testResourcename",WhichResourceTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,,,,4,1,2,,,0,,,,,,,,,4,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.WhichResourceTest.testResourcenameWithLeadingSlash",WhichResourceTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,,,,4,1,2,,,0,,,,,,,,,4,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Public Class,"org.apache.tools.ant.taskdefs.XMLDOM",XMLDOM.java,2,2,2,1,10,0,8,2,1,1,1,0,,0,1,,,,3,2,,,,,,3,34,0,,0,0,,3,,,,69,9,,,,29,9,16,,,32,,,,,,,,,,,,11,17,9,,,8,,,,,,,,5,5,5,1,,3,2,,50,50,1,10,7,7,7,3
Public Constructor,"org.apache.tools.ant.taskdefs.XMLDOM.XMLDOM",XMLDOM.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,,,,2,1,0,,,0,,,,,,,,,1,1,0,0,1,1,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.XMLDOM.getRoot",XMLDOM.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,26,1,,,,19,3,12,,,6,,,,,,,,,5,5,1,7,10,3,,,7,,,5,5,5,1,6,,,,,0,,2,0,,,0,32,5,5,5,1
Public Method,"org.apache.tools.ant.taskdefs.XMLDOM.setFile",XMLDOM.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,,,,3,1,1,,,0,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0,00,1,1,1,1
Public Interface,"org.apache.tools.ant.taskdefs.XSLTLiaison",XSLTLiaison.java,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,,,,3,1,,,,,,3,3,3,,0,0,,0,,,,46,5,,,,6,5,1,,,37,,,,,,,,,,,,4,5,5,,,0,,,,,,,,0,0,0,0,,0,0,,0,0,6,17,0,0,0,0
Abstract Method,"org.apache.tools.ant.taskdefs.XSLTLiaison.addParam",XSLTLiaison.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,0,,,,1,1,0,,,7,,,,,,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,7,00,0,0,0,0
Abstract Method,"org.apache.tools.ant.taskdefs.XSLTLiaison.setStylesheet",XSLTLiaison.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,0,,,,1,1,0,,,6,,,,,,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,6,00,0,0,0,0
Abstract Method,"org.apache.tools.ant.taskdefs.XSLTLiaison.transform",XSLTLiaison.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9,0,,,,1,1,0,,,8,,,,,,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,8,00,0,0,0,0
Public Interface,"org.apache.tools.ant.taskdefs.XSLTLiaison2",XSLTLiaison2.java,0,0,0,0,0,0,0,0,1,1,1,1,,0,0,,,,1,0,,,,,,1,4,1,,0,0,,0,,,,7,0,,,,3,2,0,,,4,,,,,,,,,,,,1,2,2,,,0,,,,,,,,0,0,0,0,,1,0,,0,0,1,33,0,0,0,0
Abstract Method,"org.apache.tools.ant.taskdefs.XSLTLiaison2.configure",XSLTLiaison2.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,,,,1,1,0,,,4,,,,,,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,4,00,0,0,0,0
Public Interface,"org.apache.tools.ant.taskdefs.XSLTLiaison3",XSLTLiaison3.java,0,0,0,0,0,0,0,0,1,1,1,1,,0,0,,,,1,0,,,,,,1,5,1,,0,0,,0,,,,8,0,,,,3,2,0,,,5,,,,,,,,,,,,1,2,2,,,0,,,,,,,,0,0,0,0,,2,0,,0,0,1,67,0,0,0,0
Abstract Method,"org.apache.tools.ant.taskdefs.XSLTLiaison3.setStylesheet",XSLTLiaison3.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,,,,1,1,0,,,5,,,,,,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,5,00,0,0,0,0
