Kind,Name,File,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariableInternal,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariableProtectedInternal,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodInternal,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodProtectedInternal,CountDeclMethodPublic,CountDeclProperty,CountDeclPropertyAuto,CountInput,CountLine,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineCode_Javascript,CountLineCode_Php,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountLine_Html,CountLineInactive,CountLine_Javascript,CountLine_Php,CountLinePreprocessor,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
File,"build.xml",build.xml,0,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"build.xml",build.xml,0,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"build.xml",build.xml,0,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"build.xml",build.xml,0,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"build.xml",build.xml,0,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"build.xml",build.xml,0,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"build.xml",build.xml,0,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"build.xml",build.xml,0,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"build.xml",build.xml,0,0,0,0,1,0,1,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,,,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"build.xml",build.xml,0,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"build.xml",build.xml,0,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"buildnumber.html",buildnumber.html,0,0,0,0,74,14,0,14,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,74,14,14,0,0,0,,,0,0,14,14,0,0,74,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"bunzip2.xml",bunzip2.xml,0,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"bylaws.html",bylaws.html,1,1,1,1,823,89,2,18,,,,,0,,,1,,0,,,,,,,,,,,,,,,,,,,823,89,89,0,0,2,,,2,0,18,16,2,0,821,,4,0,,,1,0,,2,0,0,0,2,2,0,1,1,1,1,,1,1,,1,,,0,,,,9,00,1,1,1,1
File,"bylaws.xml",bylaws.xml,0,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"bzip2.xml",bzip2.xml,0,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"c.xml",c.xml,0,0,0,0,1,0,1,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,,,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"cab.html",cab.html,0,0,0,0,167,12,0,14,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,167,12,12,0,0,0,,,0,0,14,14,0,0,167,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"calltarget.xml",calltarget.xml,0,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"case.xml",case.xml,0,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"cc-checkin.xml",cc-checkin.xml,0,0,0,0,3,1,1,1,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,3,1,0,0,0,1,,,0,0,1,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,1,00,0,0,0,0
File,"cc-checkout.xml",cc-checkout.xml,0,0,0,0,3,1,1,1,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,3,1,0,0,0,1,,,0,0,1,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,1,00,0,0,0,0
File,"cc-mkelem.xml",cc-mkelem.xml,0,0,0,0,3,1,1,1,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,3,1,0,0,0,1,,,0,0,1,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,1,00,0,0,0,0
File,"ccm.html",ccm.html,0,0,0,0,273,13,0,14,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,273,13,13,0,0,0,,,0,0,14,14,0,0,273,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"cdataoutput.xml",cdataoutput.xml,0,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"changelog.html",changelog.html,0,0,0,0,244,26,0,14,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,244,26,26,0,0,0,,,0,0,14,14,0,0,244,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"changerenumbered.xml",changerenumbered.xml,0,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"charter.html",charter.html,1,1,1,1,345,69,2,18,,,,,0,,,1,,0,,,,,,,,,,,,,,,,,,,345,69,69,0,0,2,,,2,0,18,16,2,0,343,,4,0,,,1,0,,2,0,0,0,2,2,0,1,1,1,1,,1,1,,1,,,0,,,,9,00,1,1,1,1
File,"charter.xml",charter.xml,0,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"check.xml",check.xml,0,0,0,0,121,21,85,15,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,121,21,0,0,0,85,,,0,0,15,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,18,0,0,0,0
File,"checksum.html",checksum.html,0,0,0,0,261,23,0,14,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,261,23,23,0,0,0,,,0,0,14,14,0,0,261,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"checksum.xml",checksum.xml,0,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"chgrp.html",chgrp.html,0,0,0,0,166,19,0,14,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,166,19,19,0,0,0,,,0,0,14,14,0,0,166,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"chmod.html",chmod.html,0,0,0,0,203,15,0,14,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,203,15,15,0,0,0,,,0,0,14,14,0,0,203,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"chown.html",chown.html,0,0,0,0,164,18,0,14,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,164,18,18,0,0,0,,,0,0,14,14,0,0,164,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"classfileset.html",classfileset.html,0,0,0,0,119,18,0,14,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,119,18,18,0,0,0,,,0,0,14,14,0,0,119,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"classloader.xml",classloader.xml,0,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"clearcase.html",clearcase.html,0,0,0,0,958,30,0,14,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,958,30,30,0,0,0,,,0,0,14,14,0,0,958,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"clonevm.html",clonevm.html,0,0,0,0,52,12,0,14,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,52,12,12,0,0,0,,,0,0,14,14,0,0,52,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"common.html",common.html,0,0,0,0,59,10,0,14,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,59,10,10,0,0,0,,,0,0,14,14,0,0,59,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"concat-resource-test.xml",concat-resource-test.xml,0,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"concat-test.xml",concat-test.xml,0,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"concat.html",concat.html,0,0,0,0,300,36,0,14,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,300,36,36,0,0,0,,,0,0,14,14,0,0,300,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"concat.xml",concat.xml,0,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"concat.xml",concat.xml,0,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"conceptstypeslist.html",conceptstypeslist.html,0,0,0,0,78,12,0,14,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,78,12,12,0,0,0,,,0,0,14,14,0,0,78,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"condition.html",condition.html,0,0,0,0,110,14,0,14,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,110,14,14,0,0,0,,,0,0,14,14,0,0,110,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"condition.xml",condition.xml,0,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"conditions.html",conditions.html,0,0,0,0,966,78,0,14,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,966,78,78,0,0,0,,,0,0,14,14,0,0,966,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"contributors.html",contributors.html,1,1,1,1,544,28,2,18,,,,,0,,,1,,0,,,,,,,,,,,,,,,,,,,544,28,28,0,0,2,,,2,0,18,16,2,0,542,,4,0,,,1,0,,2,0,0,0,2,2,0,1,1,1,1,,1,1,,1,,,0,,,,9,00,1,1,1,1
File,"contributors.xml",contributors.xml,0,0,0,0,1153,3,1136,14,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,1153,3,0,0,0,1136,,,0,0,14,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,01,0,0,0,0
File,"contributors.xml",contributors.xml,0,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"copy.html",copy.html,0,0,0,0,340,26,0,14,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,340,26,26,0,0,0,,,0,0,14,14,0,0,340,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"copy.xml",copy.xml,0,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"copydir.html",copydir.html,0,0,0,0,136,8,0,14,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,136,8,8,0,0,0,,,0,0,14,14,0,0,136,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"copydir.xml",copydir.xml,0,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"copyfile.html",copyfile.html,0,0,0,0,73,8,0,14,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,73,8,8,0,0,0,,,0,0,14,14,0,0,73,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"copyfile.xml",copyfile.xml,0,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"coretasklist.html",coretasklist.html,0,0,0,0,132,7,0,14,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,132,7,7,0,0,0,,,0,0,14,14,0,0,132,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"cover.html",cover.html,0,0,0,0,42,6,0,14,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,42,6,6,0,0,0,,,0,0,14,14,0,0,42,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"credits.html",credits.html,0,0,0,0,69,8,0,15,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,69,8,8,0,0,0,,,0,0,15,15,0,0,69,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"csc.html",csc.html,0,0,0,0,494,25,0,61,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,494,25,25,0,0,0,,,0,0,61,61,0,0,494,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"custom-programming.html",custom-programming.html,0,0,0,0,415,24,0,14,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,415,24,24,0,0,0,,,0,0,14,14,0,0,415,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"cvs.html",cvs.html,0,0,0,0,200,15,0,14,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,200,15,15,0,0,0,,,0,0,14,14,0,0,200,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"cvspass.html",cvspass.html,0,0,0,0,70,10,0,14,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,70,10,10,0,0,0,,,0,0,14,14,0,0,70,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"cvspass.xml",cvspass.xml,0,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"cvstagdiff.html",cvstagdiff.html,0,0,0,0,206,16,0,14,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,206,16,16,0,0,0,,,0,0,14,14,0,0,206,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"cvsversion.html",cvsversion.html,0,0,0,0,108,9,0,14,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,108,9,9,0,0,0,,,0,0,14,14,0,0,108,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"data.xml",data.xml,0,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"defaultexcludes.html",defaultexcludes.html,0,0,0,0,107,22,0,14,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,107,22,22,0,0,0,,,0,0,14,14,0,0,107,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"defaultexcludes.xml",defaultexcludes.xml,0,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"defer-reference-test.xml",defer-reference-test.xml,0,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"define.mapperresult.xml",define.mapperresult.xml,0,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"delete-test.xml",delete-test.xml,0,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"delete.html",delete.html,0,0,0,0,196,14,0,14,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,196,14,14,0,0,0,,,0,0,14,14,0,0,196,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"delete.xml",delete.xml,0,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"deltree.html",deltree.html,0,0,0,0,56,8,0,14,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,56,8,8,0,0,0,,,0,0,14,14,0,0,56,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"deltree.xml",deltree.xml,0,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"depend.html",depend.html,0,0,0,0,216,32,0,14,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,216,32,32,0,0,0,,,0,0,14,14,0,0,216,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"depend.xml",depend.xml,0,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"dependset.html",dependset.html,0,0,0,0,161,29,0,14,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,161,29,29,0,0,0,,,0,0,14,14,0,0,161,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"description.html",description.html,0,0,0,0,46,9,0,14,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,46,9,9,0,0,0,,,0,0,14,14,0,0,46,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"description1.xml",description1.xml,0,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"description2.xml",description2.xml,0,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"description3.xml",description3.xml,0,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
File,"description4.xml",description4.xml,0,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
