Kind,Name,File,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineCode_Javascript,CountLineCode_Php,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountLine_Html,CountLine_Javascript,CountLine_Php,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
File,"B.java",B.java,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,0,0,0,0,,0,0,0,0,,3,1,,,,2,1,0,,,0,,,,,,,,,,0,1,1,,,0,,,,,,,,0,0,0,0,,,0,,,,0,00,0,0,0,0
File,"BUnzip2.java",BUnzip2.java,7,7,7,1,29,0,28,0,,,,,1,0,1,2,,2,2,0,2,,0,0,2,0,,140,9,,,,67,19,46,,,64,,,,,,,,,,33,48,19,,,29,,,,,,,,14,14,14,1,,,3,,,,0,96,15,15,15,2
File,"BUnzip2Test.java",BUnzip2Test.java,1,1,1,1,3,0,3,0,,,,,1,0,0,4,,4,4,0,4,,0,0,0,4,,86,8,,,,21,10,7,,,57,,,,,,,,,,10,15,10,,,5,,,,,,,,1,1,1,1,,,0,,,,2,71,4,4,4,4
File,"BZip2.java",BZip2.java,4,4,4,1,21,0,20,1,,,,,1,0,0,1,,1,1,0,1,,0,0,1,0,,97,5,,,,28,12,15,,,64,,,,,,,,,,15,20,11,,,9,,,,,,,,4,4,4,1,,,2,,,,2,29,4,4,4,1
File,"BZip2Constants.java",BZip2Constants.java,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,0,0,11,0,,0,0,0,0,,136,5,,,,67,66,62,,,64,,,,,,,,,,12,13,13,,,0,,,,,,,,0,0,0,0,,,0,,,,0,96,0,0,0,0
File,"BZip2Test.java",BZip2Test.java,1,1,1,1,4,0,4,0,,,,,1,0,0,5,,5,5,0,5,,0,0,0,5,,95,10,,,,28,12,12,,,57,,,,,,,,,,13,19,12,,,7,,,,,,,,1,1,1,1,,,0,,,,2,04,5,5,5,5
File,"BaseExtendSelector.java",BaseExtendSelector.java,1,1,1,1,7,0,2,5,,,,,1,0,0,3,,4,4,1,4,,0,0,1,3,,121,12,,,,20,14,3,,,89,,,,,,,,,,9,13,11,,,2,,,,,,,,1,1,1,1,,,0,,,,4,45,3,3,3,3
File,"BaseFilterReader.java",BaseFilterReader.java,2,2,2,1,15,0,6,8,,,,,1,0,0,10,,10,10,2,10,,0,0,5,5,,237,18,,,,78,25,37,,,141,,,,,,,,,,36,57,25,,,32,,,,,,,,4,4,4,4,,,3,,,,1,81,20,20,20,18
File,"BaseParamFilterReader.java",BaseParamFilterReader.java,1,1,1,1,9,0,3,5,,,,,1,0,0,4,,4,4,1,4,,0,0,1,3,,111,7,,,,22,12,5,,,82,,,,,,,,,,10,15,10,,,5,,,,,,,,1,1,1,1,,,0,,,,3,73,4,4,4,4
File,"BaseSelector.java",BaseSelector.java,1,1,1,1,9,0,4,5,,,,,1,0,0,5,,6,6,1,6,,0,0,0,6,,145,17,,,,30,14,8,,,98,,,,,,,,,,11,20,13,,,7,,,,,,,,3,3,3,1,,,1,,,,3,27,8,8,8,5
File,"BaseSelectorContainer.java",BaseSelectorContainer.java,1,1,1,1,7,0,4,3,,,,,1,0,0,22,,23,23,1,23,,0,0,0,23,,292,34,,,,102,41,39,,,156,,,,,,,,,,42,71,39,,,32,,,,,,,,4,4,4,1,,,3,,,,1,53,28,28,28,22
File,"BaseSelectorTest.java",BaseSelectorTest.java,1,1,1,1,7,0,5,2,,,,,2,0,0,17,,18,18,11,18,,1,0,4,13,,255,31,,,,114,44,59,,,110,,,,,,,,,,58,84,42,,,42,,,,,,,,3,3,3,1,,,2,,,,0,96,24,24,24,17
File,"BaseTest.java",BaseTest.java,1,1,1,1,3,0,3,0,,,,,1,0,0,17,,17,17,10,17,,0,0,0,17,,157,21,,,,69,31,27,,,67,,,,,,,,,,31,50,31,,,19,,,,,,,,2,2,2,1,,,1,,,,0,97,18,18,18,17
File,"Basename.java",Basename.java,2,2,2,1,9,0,6,3,,,,,1,0,0,4,,4,4,3,4,,0,0,0,4,,142,10,,,,36,14,15,,,96,,,,,,,,,,17,26,14,,,12,,,,,,,,5,5,8,1,,,2,,,,2,67,8,8,11,4
File,"BasenameTest.java",BasenameTest.java,1,1,1,1,4,0,4,0,,,,,1,0,0,11,,11,11,0,11,,0,0,0,11,,121,15,,,,50,21,23,,,56,,,,,,,,,,26,38,21,,,17,,,,,,,,1,1,1,1,,,0,,,,1,12,11,11,11,11
File,"BatchTest.java",BatchTest.java,1,1,1,1,14,0,8,6,,,,,1,1,0,8,,8,7,2,8,,1,3,0,4,,216,18,,,,79,32,47,,,119,,,,,,,,,,56,72,36,,,36,,,,,,,,5,5,5,1,,,3,,,,1,51,15,15,15,8
File,"BeanShellScriptTest.java",BeanShellScriptTest.java,1,1,1,1,4,0,3,1,,,,,1,0,0,3,,3,3,0,3,,0,0,0,3,,81,6,,,,13,6,3,,,62,,,,,,,,,,5,9,6,,,3,,,,,,,,1,1,1,1,,,0,,,,4,77,3,3,3,3
File,"BorlandDeploymentTool.java",BorlandDeploymentTool.java,2,2,2,1,15,0,10,4,,,,,2,0,9,24,,24,24,8,24,,1,7,4,12,,544,69,,,,284,105,185,,,199,,,,,,,,,,166,215,96,,,119,,,,,,,,5,5,5,3,,,3,,,,0,70,51,51,52,26
File,"BorlandEJBTasks.html",BorlandEJBTasks.html,0,0,0,0,122,11,0,0,,,,,0,,,0,,0,,,,,,,,,,122,11,11,0,0,0,,,0,0,0,0,0,0,122,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0,00,0,0,0,0
