Kind,Name,File,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineCode_Javascript,CountLineCode_Php,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountLine_Html,CountLine_Javascript,CountLine_Php,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
File,"JUnitTest.java",JUnitTest.java,1,1,1,1,3,0,3,0,,,,,1,0,0,15,,15,15,6,15,,0,0,0,15,,137,17,,,,62,26,29,,,58,,,,,,,,,,32,51,26,,,25,,,,,,,,3,3,5,3,,,1,,,,0,94,18,18,20,17
File,"JUnitTestRunner.java",JUnitTestRunner.java,2,2,2,1,14,0,9,4,,,,,1,3,4,14,,14,11,8,14,,0,4,0,10,,350,43,,,,152,48,92,,,157,,,,,,,,,,85,121,51,,,70,,,,,,,,7,7,7,1,,,3,,,,1,03,37,37,38,14
File,"Jar.java",Jar.java,2,2,2,1,12,1,10,0,,,,,1,0,0,6,,6,6,1,6,,0,0,3,3,,150,20,,,,68,20,40,,,62,,,,,,,,,,33,46,18,,,28,,,,,,,,4,4,6,3,,,2,,,,0,91,12,12,14,8
File,"Java.java",Java.java,1,1,1,1,9,0,6,3,,,,,1,0,0,20,,20,20,4,20,,0,2,1,17,,295,35,,,,136,41,74,,,124,,,,,,,,,,63,95,41,,,54,,,,,,,,5,5,5,1,,,2,,,,0,91,31,31,32,20
File,"JavaCC.java",JavaCC.java,1,1,1,1,5,0,4,0,,,,,1,0,20,26,,26,26,5,26,,0,1,0,25,,287,47,,,,167,74,89,,,73,,,,,,,,,,90,126,74,,,52,,,,,,,,7,7,10,1,,,1,,,,0,44,35,35,38,26
File,"Javac.java",Javac.java,3,3,3,1,24,2,15,6,,,,,1,0,3,31,,31,31,13,31,,1,5,6,19,,906,113,,,,517,111,356,,,276,,,,,,,,,,250,360,108,,,252,,,,,,,,16,16,19,3,,,4,,,,0,53,116,116,122,33
File,"JavacOutputStream.java",JavacOutputStream.java,1,1,2,1,10,0,6,4,,,,,1,0,0,4,,4,4,3,4,,2,1,0,1,,126,14,,,,33,13,15,,,79,,,,,,,,,,16,24,13,,,11,,,,,,,,3,3,4,1,,,2,,,,2,39,7,7,8,4
File,"Javadoc.java",Javadoc.java,1,1,2,1,7,0,6,0,,,,,7,0,1,90,,90,90,27,90,,1,5,4,80,,866,99,,,,646,175,355,,,121,,,,,,,,,,282,458,178,,,280,,,,,,,,37,37,43,5,,,5,,,,0,19,173,173,185,96
File,"Jikes.java",Jikes.java,4,4,5,1,35,2,25,8,,,,,1,0,0,2,,2,2,3,2,,0,0,2,0,,91,9,,,,59,15,39,,,23,,,,,,,,,,34,45,16,,,29,,,,,,,,8,8,9,1,,,4,,,,0,39,9,9,10,2
File,"JikesOutputParser.java",JikesOutputParser.java,1,1,1,1,8,0,4,3,,,,,1,0,0,12,,12,12,7,12,,0,4,3,5,,135,18,,,,66,24,31,,,52,,,,,,,,,,30,51,24,,,27,,,,,,,,6,6,6,3,,,3,,,,0,79,22,22,22,14
