Kind,Name,File,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineCode_Javascript,CountLineCode_Php,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountLine_Html,CountLine_Javascript,CountLine_Php,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
File,"AbstractDataInput.java",AbstractDataInput.java,2,2,2,1,21,0,8,12,,,,,1,0,0,14,,16,16,0,16,,0,0,2,14,,348,18,,,,129,33,76,,,202,,,,,,,,,,53,84,33,,,51,,,,,,,,8,6,8,7,,,3,,,,1.57,33,31,36,20
File,"AbstractEndpointSnitch.java",AbstractEndpointSnitch.java,1,1,1,1,4,0,3,0,,,,,1,0,1,2,,4,4,0,4,,0,0,0,4,,45,7,,,,19,12,2,,,19,,,,,,,,,,10,13,12,,,1,,,,,,,,1,1,1,1,,,0,,,,1.00,2,2,2,2
File,"AbstractNetworkTopologySnitch.java",AbstractNetworkTopologySnitch.java,2,2,4,2,14,0,10,3,,,,,2,0,0,4,,6,6,0,6,,0,0,0,6,,105,10,,,,47,17,26,,,48,,,,,,,,,,24,35,18,,,17,,,,,,,,7,7,13,7,,,1,,,,1.02,10,10,16,10
File,"AbstractReplicationStrategy.java",AbstractReplicationStrategy.java,2,2,2,1,12,0,10,1,,,,,1,3,1,16,,17,14,5,17,,1,0,0,16,,285,36,,,,189,71,78,,,60,,,,,,,,,,82,120,64,,,56,,,,,,,,9,9,10,5,,,3,,,,0.32,33,33,34,22
File,"AbstractRowResolver.java",AbstractRowResolver.java,1,1,1,1,7,0,7,0,,,,,1,0,2,4,,4,4,3,4,,0,0,0,4,,86,11,,,,54,29,17,,,22,,,,,,,,,,32,39,29,,,10,,,,,,,,4,4,4,1,,,2,,,,0.41,7,7,7,4
File,"AbstractSerializationsTester.java",AbstractSerializationsTester.java,1,1,1,1,6,0,6,0,,,,,1,2,2,2,,2,0,0,2,,0,0,2,0,,50,6,,,,24,14,8,,,20,,,,,,,,,,15,18,14,,,4,,,,,,,,1,1,1,1,,,0,,,,0.83,2,2,2,2
File,"AbstractStatsDeque.java",AbstractStatsDeque.java,1,1,1,1,6,0,6,0,,,,,1,0,0,5,,9,9,0,9,,0,0,0,9,,72,10,,,,41,16,13,,,21,,,,,,,,,,17,27,18,,,9,,,,,,,,2,2,2,1,,,1,,,,0.51,7,7,7,5
File,"AbstractType.java",AbstractType.java,1,1,1,1,10,0,10,0,,,,,6,0,0,10,,14,14,5,14,,0,0,1,13,,139,14,,,,90,23,34,,,35,,,,,,,,,,35,52,30,,,22,,,,,,,,4,4,4,3,,,1,,,,0.39,15,15,15,12
File,"AbstractWriteResponseHandler.java",AbstractWriteResponseHandler.java,2,2,2,1,12,0,12,0,,,,,1,0,0,2,,4,4,5,4,,0,0,1,3,,77,10,,,,46,24,12,,,21,,,,,,,,,,28,33,24,,,9,,,,,,,,3,3,3,1,,,1,,,,0.46,4,4,4,2
File,"AddColumnFamily.java",AddColumnFamily.java,2,2,2,1,9,0,8,0,,,,,1,0,0,7,,7,7,1,7,,0,1,1,5,,111,15,,,,75,27,35,,,23,,,,,,,,,,38,54,27,,,27,,,,,,,,6,6,7,1,,,2,,,,0.31,14,14,15,7
File,"AddKeyspace.java",AddKeyspace.java,2,2,2,1,9,0,8,0,,,,,1,0,0,6,,6,6,1,6,,0,0,1,5,,97,12,,,,64,21,25,,,22,,,,,,,,,,27,43,21,,,22,,,,,,,,5,5,5,1,,,2,,,,0.34,13,13,13,6
File,"AllowAllAuthenticator.java",AllowAllAuthenticator.java,1,1,1,1,4,0,3,0,,,,,1,0,1,3,,3,3,0,3,,0,0,0,3,,49,6,,,,22,12,3,,,21,,,,,,,,,,7,11,9,,,2,,,,,,,,1,1,1,1,,,0,,,,0.95,3,3,3,3
File,"AllowAllAuthority.java",AllowAllAuthority.java,1,1,1,1,4,0,3,0,,,,,1,0,0,2,,2,2,0,2,,0,0,0,2,,41,4,,,,16,9,1,,,21,,,,,,,,,,5,8,7,,,1,,,,,,,,1,1,1,1,,,0,,,,1.31,2,2,2,2
File,"AntiEntropyService.java",AntiEntropyService.java,2,2,2,1,15,0,11,2,,,,,11,3,6,38,,38,35,23,38,,9,3,2,24,,838,79,,,,545,162,254,,,214,,,,,,,,,,247,349,168,,,181,,,,,,,,7,7,8,5,,,4,,,,0.39,81,81,87,50
File,"AntiEntropyServiceTest.java",AntiEntropyServiceTest.java,1,1,1,1,13,1,10,1,,,,,2,1,7,13,,13,12,0,13,,2,0,0,11,,262,36,,,,184,88,88,,,42,,,,,,,,,,124,141,80,,,61,,,,,,,,2,2,2,1,,,1,,,,0.23,15,15,15,13
File,"ApplicationState.java",ApplicationState.java,1,1,1,1,0,0,0,0,,,,,1,0,0,2,,0,2,11,2,,0,0,0,2,,38,2,,,,15,13,0,,,21,,,,,,,,,,1,2,2,,,0,,,,,,,,1,1,1,1,,,0,,,,1.40,2,2,2,2
File,"ArrayUtil.java",ArrayUtil.java,1,1,1,1,5,0,5,0,,,,,1,2,0,2,,2,0,0,2,,0,0,0,2,,41,5,,,,15,6,7,,,21,,,,,,,,,,7,11,6,,,5,,,,,,,,2,2,2,1,,,1,,,,1.40,3,3,3,2
File,"ArrivalWindowTest.java",ArrivalWindowTest.java,1,1,1,1,16,2,11,3,,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,50,9,,,,18,7,8,,,23,,,,,,,,,,11,13,6,,,7,,,,,,,,1,1,1,1,,,0,,,,1.28,1,1,1,1
File,"AsciiType.java",AsciiType.java,1,1,1,1,5,0,5,0,,,,,1,0,1,7,,7,7,0,7,,1,0,0,6,,80,12,,,,47,16,13,,,22,,,,,,,,,,16,27,16,,,11,,,,,,,,3,3,4,1,,,2,,,,0.47,10,10,11,7
File,"AsyncRepairCallback.java",AsyncRepairCallback.java,1,1,1,1,6,0,6,0,,,,,2,0,0,4,,4,4,3,4,,0,0,1,3,,64,7,,,,37,15,10,,,20,,,,,,,,,,17,23,16,,,7,,,,,,,,2,2,2,1,,,0,,,,0.54,5,5,5,4
File,"AsyncResult.java",AsyncResult.java,1,1,2,1,12,0,12,0,,,,,1,0,1,5,,5,5,6,5,,0,0,0,5,,108,10,,,,81,25,31,,,17,,,,,,,,,,36,48,25,,,23,,,,,,,,4,4,6,1,,,3,,,,0.21,9,9,11,5
File,"AuthenticatedUser.java",AuthenticatedUser.java,1,1,1,1,4,0,4,0,,,,,1,0,0,3,,3,3,2,3,,0,0,0,3,,52,6,,,,23,10,5,,,23,,,,,,,,,,10,14,9,,,5,,,,,,,,1,1,1,1,,,0,,,,1.00,3,3,3,3
File,"AuthenticationException.java",AuthenticationException.java,1,1,2,1,7,0,6,0,,,,,2,3,4,30,,28,27,5,30,,1,0,0,29,,344,54,,,,243,77,124,,,49,,,,,,,,,,113,171,70,,,101,,,,,,,,5,5,9,5,,,3,,,,0.20,57,57,62,42
File,"AuthenticationRequest.java",AuthenticationRequest.java,2,2,2,1,8,0,7,0,,,,,2,3,4,32,,30,29,5,32,,1,0,0,31,,389,60,,,,282,87,147,,,49,,,,,,,,,,134,200,83,,,117,,,,,,,,6,6,9,5,,,4,,,,0.17,64,64,69,44
File,"AuthorizationException.java",AuthorizationException.java,1,1,2,1,7,0,6,0,,,,,2,3,4,30,,28,27,5,30,,1,0,0,29,,344,54,,,,243,77,124,,,49,,,,,,,,,,113,171,70,,,101,,,,,,,,5,5,9,5,,,3,,,,0.20,57,57,62,42
File,"AvroOutputReader.java",AvroOutputReader.java,1,1,1,1,7,0,6,0,,,,,2,0,0,9,,9,9,5,9,,0,0,0,9,,147,16,,,,96,41,27,,,35,,,,,,,,,,41,55,33,,,22,,,,,,,,2,2,2,1,,,1,,,,0.36,12,12,12,9
File,"AvroRecordFactory.java",AvroRecordFactory.java,1,1,1,1,5,0,5,0,,,,,2,25,0,25,,25,0,0,25,,13,0,0,12,,202,29,,,,153,49,68,,,20,,,,,,,,,,72,100,49,,,51,,,,,,,,3,3,3,1,,,1,,,,0.13,28,28,28,25
File,"AvroResolver.java",AvroResolver.java,2,2,2,1,13,1,12,0,,,,,1,0,1,1,,1,1,0,1,,0,0,0,1,,50,6,,,,21,8,8,,,23,,,,,,,,,,11,14,7,,,7,,,,,,,,2,2,2,1,,,1,,,,1.10,2,2,2,1
File,"AvroValidation.java",AvroValidation.java,3,3,4,1,14,1,13,0,,,,,1,18,0,18,,18,0,0,18,,17,0,0,1,,336,50,,,,259,62,135,,,27,,,,,,,,,,93,167,56,,,111,,,,,,,,9,9,9,3,,,3,,,,0.10,71,71,83,20
File,"BatchCommitLogExecutorService.java",BatchCommitLogExecutorService.java,1,1,1,1,10,0,9,0,,,,,4,0,0,15,,15,15,6,15,,0,1,2,12,,197,23,,,,148,35,62,,,27,,,,,,,,,,54,81,34,,,47,,,,,,,,6,6,8,3,,,2,,,,0.18,26,26,28,17
File,"BatchCommitLogExecutorServiceMBean.java",BatchCommitLogExecutorServiceMBean.java,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,0,0,0,0,,0,0,0,0,,25,2,,,,5,3,0,,,18,,,,,,,,,,2,3,3,,,0,,,,,,,,0,0,0,0,,,0,,,,3.60,0,0,0,0
File,"BigIntegerToken.java",BigIntegerToken.java,1,1,1,1,3,0,3,0,,,,,1,0,1,3,,3,3,0,3,,0,0,0,3,,42,5,,,,18,8,4,,,19,,,,,,,,,,6,10,7,,,3,,,,,,,,1,1,1,1,,,0,,,,1.06,3,3,3,3
File,"BinaryMemtable.java",BinaryMemtable.java,1,1,1,1,10,0,10,0,,,,,3,0,1,10,,10,10,8,10,,2,3,0,5,,159,15,,,,120,45,49,,,24,,,,,,,,,,62,78,48,,,30,,,,,,,,3,3,3,1,,,3,,,,0.20,13,13,13,10
File,"BinaryVerbHandler.java",BinaryVerbHandler.java,3,3,3,1,21,2,19,0,,,,,1,0,1,1,,1,1,0,1,,0,0,0,1,,56,8,,,,31,16,13,,,17,,,,,,,,,,18,22,16,,,6,,,,,,,,3,3,3,1,,,2,,,,0.55,3,3,3,1
File,"BitUtil.java",BitUtil.java,3,3,3,1,54,5,39,9,,,,,1,14,1,14,,14,0,0,14,,0,0,0,14,,815,94,,,,553,160,386,,,169,,,,,,,,,,383,436,160,,,276,,,,,,,,8,8,8,8,,,2,,,,0.31,52,52,52,24
File,"BlobUtils.java",BlobUtils.java,1,1,1,1,13,0,12,1,,,,,1,5,3,5,,5,0,0,5,,0,3,0,2,,122,15,,,,84,40,39,,,23,,,,,,,,,,46,57,40,,,17,,,,,,,,2,2,2,1,,,2,,,,0.27,8,8,8,5
File,"BloomCalculations.java",BloomCalculations.java,2,2,2,1,19,0,10,7,,,,,2,3,5,4,,4,1,2,4,,0,0,0,4,,179,15,,,,93,22,59,,,79,,,,,,,,,,36,50,22,,,28,,,,,,,,5,5,5,1,,,1,,,,0.85,9,9,9,4
File,"BloomFilter.java",BloomFilter.java,1,1,1,1,7,0,6,0,,,,,1,5,3,11,,11,6,1,11,,2,3,0,6,,136,18,,,,86,30,33,,,32,,,,,,,,,,36,55,33,,,22,,,,,,,,3,3,3,3,,,2,,,,0.37,16,16,16,13
File,"BloomFilterSerializer.java",BloomFilterSerializer.java,2,2,2,1,11,1,10,0,,,,,1,0,0,2,,2,2,0,2,,0,0,0,2,,57,8,,,,29,15,14,,,20,,,,,,,,,,22,27,17,,,10,,,,,,,,2,2,2,1,,,1,,,,0.69,4,4,4,2
File,"BloomFilterTest.java",BloomFilterTest.java,1,1,1,1,7,0,7,0,,,,,1,1,0,11,,11,10,1,11,,0,0,0,11,,140,20,,,,100,43,38,,,20,,,,,,,,,,45,61,36,,,25,,,,,,,,3,3,3,1,,,2,,,,0.20,15,15,15,11
File,"BloomFilterTracker.java",BloomFilterTracker.java,1,1,1,1,6,0,6,0,,,,,1,0,0,6,,6,6,4,6,,0,0,0,6,,78,9,,,,49,15,18,,,20,,,,,,,,,,16,25,15,,,10,,,,,,,,1,1,1,1,,,1,,,,0.41,6,6,6,6
File,"BloomFilterTrackerTest.java",BloomFilterTrackerTest.java,1,1,1,1,11,0,11,0,,,,,1,0,0,3,,3,3,0,3,,0,0,0,3,,72,7,,,,45,15,25,,,22,,,,,,,,,,30,34,12,,,22,,,,,,,,1,1,1,1,,,0,,,,0.49,3,3,3,3
File,"BootStrapper.java",BootStrapper.java,2,2,2,1,15,0,13,0,,,,,5,6,1,15,,15,9,5,15,,5,0,0,10,,292,33,,,,228,79,107,,,32,,,,,,,,,,111,161,89,,,72,,,,,,,,8,8,8,4,,,3,,,,0.14,39,39,39,25
File,"BootStrapperTest.java",BootStrapperTest.java,1,1,1,1,13,1,11,0,,,,,2,0,0,12,,12,12,0,12,,0,2,0,10,,212,26,,,,160,69,94,,,26,,,,,,,,,,102,126,74,,,52,,,,,,,,4,4,5,1,,,3,,,,0.16,20,20,22,12
File,"BootstrapTest.java",BootstrapTest.java,1,1,1,1,16,2,12,3,,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,53,8,,,,25,15,9,,,21,,,,,,,,,,18,20,14,,,6,,,,,,,,1,1,1,1,,,0,,,,0.84,1,1,1,1
File,"BoundedStatsDeque.java",BoundedStatsDeque.java,1,1,1,1,5,0,5,0,,,,,1,0,0,5,,5,5,2,5,,0,0,0,5,,61,7,,,,33,11,8,,,21,,,,,,,,,,12,19,11,,,8,,,,,,,,2,2,2,1,,,1,,,,0.64,6,6,6,5
File,"BoundedStatsDequeTest.java",BoundedStatsDequeTest.java,1,1,1,1,43,5,34,5,,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,78,12,,,,42,10,31,,,25,,,,,,,,,,35,37,9,,,28,,,,,,,,1,1,1,1,,,0,,,,0.60,1,1,1,1
File,"Bounds.java",Bounds.java,1,1,1,1,4,0,4,0,,,,,1,0,0,7,,7,7,0,7,,1,0,0,6,,72,10,,,,40,14,11,,,22,,,,,,,,,,14,23,13,,,10,,,,,,,,2,2,3,1,,,1,,,,0.55,8,8,11,7
File,"BufferedRandomAccessFile.java",BufferedRandomAccessFile.java,1,1,2,1,9,1,7,0,,,,,2,1,2,34,,34,33,16,34,,0,4,0,30,,477,87,,,,307,82,152,,,91,,,,,,,,,,139,202,72,,,130,,,,,,,,6,6,7,4,,,3,,,,0.30,64,64,70,39
File,"BufferedRandomAccessFileTest.java",BufferedRandomAccessFileTest.java,1,1,1,1,19,3,15,1,,,,,12,0,0,32,,32,32,0,32,,0,4,0,28,,653,126,,,,473,106,318,,,75,,,,,,,,,,309,361,112,,,249,,,,,,,,5,5,8,1,,,1,,,,0.16,47,47,57,32
File,"BufferedSegmentedFile.java",BufferedSegmentedFile.java,1,1,1,1,8,0,6,2,,,,,2,0,0,4,,4,4,0,4,,0,0,0,4,,71,6,,,,35,12,9,,,30,,,,,,,,,,11,18,12,,,6,,,,,,,,2,2,2,1,,,1,,,,0.86,5,5,5,4
File,"ByteBufferUtil.java",ByteBufferUtil.java,1,1,1,1,10,0,7,2,,,,,2,32,1,35,,35,3,0,35,,0,2,0,33,,467,57,,,,271,63,118,,,141,,,,,,,,,,109,165,70,,,95,,,,,,,,6,6,6,4,,,2,,,,0.52,58,58,61,42
File,"ByteBufferUtilTest.java",ByteBufferUtilTest.java,1,1,1,1,12,1,11,0,,,,,1,0,1,14,,14,14,0,14,,0,4,0,10,,237,37,,,,181,67,103,,,20,,,,,,,,,,114,133,58,,,75,,,,,,,,2,2,2,1,,,1,,,,0.11,17,17,17,14
File,"ByteOrderedPartitioner.java",ByteOrderedPartitioner.java,2,2,2,1,6,0,6,0,,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,31,3,,,,11,4,3,,,17,,,,,,,,,,4,7,4,,,3,,,,,,,,2,2,2,1,,,1,,,,1.55,2,2,2,1
File,"ByteOrderedPartitionerTest.java",ByteOrderedPartitionerTest.java,1,1,1,1,4,0,4,0,,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,32,3,,,,11,6,1,,,18,,,,,,,,,,4,6,5,,,1,,,,,,,,1,1,1,1,,,0,,,,1.64,1,1,1,1
File,"BytesToken.java",BytesToken.java,1,1,1,1,5,0,5,0,,,,,1,0,1,6,,6,6,0,6,,0,0,0,6,,72,11,,,,43,19,13,,,18,,,,,,,,,,16,25,15,,,10,,,,,,,,3,3,3,3,,,1,,,,0.42,8,8,8,8
File,"BytesType.java",BytesType.java,1,1,1,1,4,0,4,0,,,,,1,1,1,8,,8,7,0,8,,1,0,0,7,,73,13,,,,39,13,10,,,22,,,,,,,,,,12,23,13,,,10,,,,,,,,3,3,3,3,,,2,,,,0.56,10,10,10,10
File,"CFMetaData.java",CFMetaData.java,2,2,3,1,17,0,16,0,,,,,1,23,20,45,,45,22,20,45,,0,3,0,42,,935,70,,,,809,179,530,,,75,,,,,,,,,,314,433,150,,,283,,,,,,,,22,22,23,3,,,2,,,,0.09,133,133,142,49
File,"CLibrary.java",CLibrary.java,3,3,3,1,21,0,17,2,,,,,1,12,14,8,,13,1,0,13,,0,5,0,8,,259,28,,,,192,46,93,,,52,,,,,,,,,,71,99,45,,,54,,,,,,,,6,6,7,3,,,2,,,,0.27,28,28,29,10
File,"CacheWriter.java",CacheWriter.java,1,1,1,1,11,1,9,0,,,,,1,0,1,6,,6,6,6,6,,0,0,0,6,,120,18,,,,80,31,33,,,23,,,,,,,,,,44,58,33,,,25,,,,,,,,4,4,5,1,,,2,,,,0.29,10,10,11,6
File,"Cassandra.java",Cassandra.java,2,2,2,1,9,0,8,0,,,,,177,168,293,2277,,2222,2166,472,2334,,56,0,0,2278,,26801,3781,,,,21536,4808,13301,,,1726,,,,,,,,,,9968,15065,4328,,,10737,,,,,,,,17,17,37,17,,,6,,,,0.08,5346,5021,5942,3420
File,"CassandraBulkLoader.java",CassandraBulkLoader.java,3,3,3,1,28,2,23,1,,,,,3,3,0,7,,7,4,2,7,,0,0,0,7,,295,28,,,,209,64,93,,,58,,,,,,,,,,105,132,67,,,65,,,,,,,,5,5,5,1,,,2,,,,0.28,22,22,22,7
File,"CassandraDaemon.java",CassandraDaemon.java,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,9,9,0,9,,0,0,0,9,,78,10,,,,14,12,0,,,54,,,,,,,,,,11,12,12,,,0,,,,,,,,0,0,0,0,,,0,,,,3.86,0,0,0,0
File,"CassandraDaemon.java",CassandraDaemon.java,2,2,2,1,14,1,12,1,,,,,1,1,1,3,,3,2,1,3,,0,0,2,1,,84,11,,,,50,18,22,,,24,,,,,,,,,,25,32,18,,,14,,,,,,,,3,3,3,1,,,1,,,,0.48,6,6,6,3
File,"CassandraDaemon.java",CassandraDaemon.java,1,1,1,1,16,1,14,0,,,,,2,1,1,6,,6,5,2,6,,0,0,2,4,,164,20,,,,110,35,53,,,34,,,,,,,,,,47,60,33,,,27,,,,,,,,3,3,3,1,,,2,,,,0.31,11,11,11,6
File,"CassandraServer.java",CassandraServer.java,3,3,3,1,18,1,16,0,,,,,3,4,11,55,,55,51,2,55,,0,22,2,31,,1149,154,,,,944,208,527,,,51,,,,,,,,,,375,550,215,,,335,,,,,,,,18,18,18,5,,,3,,,,0.05,196,188,208,78
File,"CassandraServer.java",CassandraServer.java,2,2,2,1,17,1,16,0,,,,,3,1,3,46,,46,45,2,46,,0,11,1,34,,937,113,,,,782,174,437,,,42,,,,,,,,,,342,470,177,,,293,,,,,,,,11,11,11,5,,,3,,,,0.05,128,128,137,69
File,"CassandraServerTest.java",CassandraServerTest.java,1,1,1,1,32,5,2,25,,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,60,8,,,,9,6,0,,,43,,,,,,,,,,3,5,5,,,0,,,,,,,,1,1,1,1,,,0,,,,4.78,1,1,1,1
File,"CassandraServiceController.java",CassandraServiceController.java,1,1,1,1,10,0,9,0,,,,,4,1,4,21,,21,20,11,21,,0,3,1,17,,333,48,,,,258,90,103,,,27,,,,,,,,,,121,171,93,,,78,,,,,,,,6,6,6,4,,,3,,,,0.10,41,41,41,26
File,"CassandraServiceDataCleaner.java",CassandraServiceDataCleaner.java,1,1,2,1,10,0,5,4,,,,,1,0,0,5,,5,5,0,5,,0,2,0,3,,94,8,,,,39,16,15,,,47,,,,,,,,,,19,32,19,,,13,,,,,,,,3,3,4,1,,,2,,,,1.21,9,9,10,5
File,"CassandraServiceTest.java",CassandraServiceTest.java,1,1,1,1,15,1,9,4,,,,,1,3,2,5,,5,2,0,5,,0,3,0,2,,154,23,,,,86,59,31,,,45,,,,,,,,,,62,72,53,,,19,,,,,,,,3,3,3,1,,,2,,,,0.52,7,7,7,5
File,"CassandraStorage.java",CassandraStorage.java,2,2,2,1,14,0,13,0,,,,,1,3,6,28,,28,25,9,28,,0,12,0,16,,535,47,,,,450,130,233,,,43,,,,,,,,,,211,291,132,,,159,,,,,,,,10,10,10,8,,,6,,,,0.10,76,76,78,37
File,"CfDef.java",CfDef.java,3,3,4,1,14,0,13,0,,,,,2,3,35,128,,126,125,44,128,,1,0,0,127,,2147,238,,,,1846,306,1302,,,103,,,,,,,,,,913,1330,282,,,1048,,,,,,,,62,62,142,62,,,4,,,,0.06,511,416,611,254
File,"CircuitFrame.java",CircuitFrame.java,1,1,1,1,18,2,15,1,,,,,7,1,5,13,,11,12,12,13,,0,3,0,10,,247,34,,,,184,56,101,,,29,,,,,,,,,,109,135,59,,,76,,,,,,,,6,6,6,4,,,1,,,,0.16,22,22,22,16
File,"CleanupHelper.java",CleanupHelper.java,2,2,2,1,12,0,11,0,,,,,1,3,1,5,,5,2,0,5,,0,0,2,3,,111,12,,,,78,33,31,,,22,,,,,,,,,,43,58,36,,,22,,,,,,,,5,5,5,1,,,2,,,,0.28,12,12,12,5
File,"CleanupTest.java",CleanupTest.java,1,1,1,1,28,5,19,3,,,,,1,0,6,3,,3,3,0,3,,0,0,1,2,,152,24,,,,99,55,51,,,29,,,,,,,,,,81,86,53,,,33,,,,,,,,2,2,2,1,,,1,,,,0.29,4,4,4,3
File,"CliClient.java",CliClient.java,4,3,4,1,26,2,20,3,,,,,5,2,1,74,,70,72,18,74,,1,56,0,17,,2169,293,,,,1554,337,921,,,326,,,,,,,,,,691,940,334,,,606,,,,,,,,29,25,29,8,,,6,,,,0.21,321,279,339,124
