Kind,Name,File,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineCode_Javascript,CountLineCode_Php,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountLine_Html,CountLine_Javascript,CountLine_Php,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
File,"ColumnIndexer.java",ColumnIndexer.java,4,4,5,1,40,1,26,12,,,,,1,3,0,3,,3,0,0,3,,0,2,0,1,,165,13,,,,96,29,47,,,56,,,,,,,,,,50,68,34,,,34,,,,,,,,7,7,8,1,,,3,,,,0,58,14,14,15,3
File,"ColumnIterator.java",ColumnIterator.java,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,2,2,0,2,,0,0,0,2,,41,6,,,,10,8,0,,,25,,,,,,,,,,7,8,8,,,0,,,,,,,,0,0,0,0,,,0,,,,2,50,0,0,0,0
File,"ColumnOrSuperColumn.java",ColumnOrSuperColumn.java,2,2,2,1,9,0,9,0,,,,,2,0,6,26,,26,26,2,26,,0,0,0,26,,369,49,,,,275,67,163,,,45,,,,,,,,,,124,188,59,,,129,,,,,,,,8,8,16,8,,,3,,,,0,16,67,63,75,42
File,"ColumnParent.java",ColumnParent.java,2,2,3,1,10,0,9,0,,,,,2,0,6,26,,26,26,2,26,,0,0,0,26,,368,49,,,,278,68,166,,,41,,,,,,,,,,129,195,61,,,134,,,,,,,,9,9,16,8,,,4,,,,0,15,70,66,78,42
File,"ColumnPath.java",ColumnPath.java,3,2,3,1,11,0,10,0,,,,,2,0,8,31,,31,31,3,31,,0,0,0,31,,466,57,,,,363,80,227,,,46,,,,,,,,,,171,259,73,,,186,,,,,,,,16,16,23,11,,,4,,,,0,13,97,89,109,52
File,"ColumnSerializer.java",ColumnSerializer.java,2,2,2,1,14,0,14,0,,,,,1,2,0,4,,4,2,0,4,,0,0,0,4,,91,7,,,,64,17,33,,,20,,,,,,,,,,30,40,17,,,23,,,,,,,,3,3,3,1,,,1,,,,0,31,9,9,11,4
File,"CommitLog.java",CommitLog.java,2,2,2,1,16,0,15,1,,,,,9,6,5,33,,33,27,8,33,,12,11,0,10,,670,54,,,,489,110,237,,,129,,,,,,,,,,193,278,116,,,162,,,,,,,,14,14,14,6,,,3,,,,0,26,78,78,79,44
File,"CommitLogExecutorService.java",CommitLogExecutorService.java,1,1,1,1,10,0,9,0,,,,,3,0,0,18,,18,18,5,18,,0,2,2,14,,235,29,,,,170,44,63,,,37,,,,,,,,,,60,90,42,,,48,,,,,,,,5,5,7,1,,,3,,,,0,22,28,28,30,18
File,"CommitLogExecutorServiceMBean.java",CommitLogExecutorServiceMBean.java,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,0,0,0,0,,0,0,0,0,,25,2,,,,5,3,0,,,18,,,,,,,,,,2,3,3,,,0,,,,,,,,0,0,0,0,,,0,,,,3,60,0,0,0,0
File,"CommitLogHeader.java",CommitLogHeader.java,1,1,1,1,7,0,7,0,,,,,2,2,1,16,,16,14,2,16,,12,0,0,4,,178,22,,,,134,36,54,,,24,,,,,,,,,,61,91,42,,,49,,,,,,,,4,4,5,1,,,2,,,,0,18,26,26,27,16
File,"CommitLogTest.java",CommitLogTest.java,2,2,2,1,29,4,22,3,,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,61,8,,,,32,14,16,,,21,,,,,,,,,,24,27,14,,,13,,,,,,,,2,2,2,1,,,1,,,,0,66,2,2,2,1
File,"CompactEndPointSerializationHelper.java",CompactEndPointSerializationHelper.java,1,1,1,1,5,0,5,0,,,,,1,2,0,2,,2,0,0,2,,0,0,0,2,,37,4,,,,16,7,4,,,17,,,,,,,,,,7,10,7,,,3,,,,,,,,1,1,1,1,,,0,,,,1,06,2,2,2,2
File,"CompactionIterator.java",CompactionIterator.java,2,2,2,1,11,0,11,0,,,,,2,1,2,8,,8,7,5,8,,0,0,4,4,,161,17,,,,124,40,46,,,20,,,,,,,,,,51,73,40,,,33,,,,,,,,8,8,9,5,,,4,,,,0,16,17,17,18,12
File,"CompactionManager.java",CompactionManager.java,1,1,1,1,6,0,5,0,,,,,7,1,4,25,,26,25,10,26,,7,0,0,19,,268,33,,,,201,68,63,,,36,,,,,,,,,,81,119,67,,,52,,,,,,,,4,4,4,1,,,3,,,,0,18,31,31,31,25
File,"CompactionManagerMBean.java",CompactionManagerMBean.java,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,4,4,0,4,,0,0,0,4,,42,5,,,,8,6,0,,,29,,,,,,,,,,5,6,6,,,0,,,,,,,,0,0,0,0,,,0,,,,3,62,0,0,0,0
File,"CompactionsTest.java",CompactionsTest.java,3,3,3,1,35,4,29,2,,,,,1,0,3,4,,4,4,0,4,,0,0,0,4,,196,24,,,,144,56,90,,,29,,,,,,,,,,114,130,60,,,70,,,,,,,,6,6,6,3,,,2,,,,0,20,15,15,15,6
