Kind,Name,File,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineCode_Javascript,CountLineCode_Php,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountLine_Html,CountLine_Javascript,CountLine_Php,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
File,"AIOExecutorService.java",AIOExecutorService.java,1,1,1,1,19,0,4,14,,,,,1,0,0,14,,14,14,1,14,,0,0,0,14,,319,18,,,,78,35,13,,,223,,,,,,,,,,28,43,30,,,13,,,,,,,,1,1,1,1,,,0,,,,2,86,14,14,14,14
File,"AbstractColumnIterator.java",AbstractColumnIterator.java,1,1,1,1,3,0,3,0,,,,,1,0,0,2,,2,2,0,2,,0,0,0,2,,35,4,,,,11,5,1,,,20,,,,,,,,,,3,6,5,,,1,,,,,,,,1,1,1,1,,,0,,,,1,82,2,2,2,2
File,"AbstractReplicationStrategy.java",AbstractReplicationStrategy.java,2,2,3,1,14,0,14,0,,,,,1,0,1,5,,8,8,4,8,,1,1,2,4,,141,12,,,,95,37,40,,,34,,,,,,,,,,53,68,40,,,28,,,,,,,,5,5,7,3,,,3,,,,0,36,13,13,15,7
File,"AbstractStatsDeque.java",AbstractStatsDeque.java,1,1,1,1,6,0,6,0,,,,,1,0,0,5,,9,9,0,9,,0,0,0,9,,73,10,,,,42,17,13,,,21,,,,,,,,,,18,28,19,,,9,,,,,,,,2,2,2,1,,,1,,,,0,50,7,7,7,5
File,"AbstractType.java",AbstractType.java,2,2,2,1,11,0,10,0,,,,,2,0,0,5,,6,6,0,6,,0,0,0,6,,89,9,,,,48,12,17,,,32,,,,,,,,,,16,28,15,,,13,,,,,,,,4,4,4,3,,,1,,,,0,67,10,10,10,7
File,"ApplicationState.java",ApplicationState.java,1,1,1,1,5,0,4,0,,,,,2,1,1,7,,7,6,2,7,,2,0,0,5,,99,16,,,,51,20,13,,,32,,,,,,,,,,21,30,19,,,11,,,,,,,,1,1,1,1,,,0,,,,0,63,7,7,7,7
File,"ArrivalWindowTest.java",ArrivalWindowTest.java,1,1,1,1,16,2,11,3,,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,50,9,,,,18,7,8,,,23,,,,,,,,,,11,13,6,,,7,,,,,,,,1,1,1,1,,,0,,,,1,28,1,1,1,1
File,"AsciiType.java",AsciiType.java,2,2,2,1,11,0,11,0,,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,40,3,,,,17,5,4,,,20,,,,,,,,,,4,7,4,,,3,,,,,,,,2,2,2,1,,,1,,,,1,18,2,2,2,1
File,"AsciiTypeTest.java",AsciiTypeTest.java,1,1,1,1,11,0,11,0,,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,42,4,,,,18,7,8,,,20,,,,,,,,,,11,13,6,,,7,,,,,,,,1,1,1,1,,,0,,,,1,11,1,1,1,1
File,"AsyncResult.java",AsyncResult.java,2,2,2,1,15,0,15,0,,,,,1,0,1,5,,5,5,5,5,,0,0,0,5,,124,10,,,,97,24,40,,,17,,,,,,,,,,38,53,24,,,29,,,,,,,,5,5,6,1,,,4,,,,0,18,12,12,13,5
File,"BasicUtilities.java",BasicUtilities.java,1,1,1,1,4,0,4,0,,,,,1,8,0,8,,8,0,0,8,,0,0,0,8,,72,11,,,,44,15,15,,,17,,,,,,,,,,17,26,15,,,11,,,,,,,,2,2,2,1,,,0,,,,0,39,10,10,10,8
File,"BigIntegerToken.java",BigIntegerToken.java,1,1,1,1,3,0,3,0,,,,,1,0,0,3,,3,3,0,3,,0,0,0,3,,40,4,,,,17,7,3,,,19,,,,,,,,,,5,9,6,,,3,,,,,,,,1,1,1,1,,,0,,,,1,12,3,3,3,3
File,"BinaryMemtable.java",BinaryMemtable.java,1,1,2,1,13,0,11,1,,,,,1,0,1,8,,8,8,8,8,,6,1,0,1,,181,21,,,,123,43,52,,,37,,,,,,,,,,61,80,44,,,36,,,,,,,,4,4,4,1,,,3,,,,0,30,15,15,16,8
File,"BinaryVerbHandler.java",BinaryVerbHandler.java,4,4,4,1,26,2,23,1,,,,,1,0,2,1,,1,1,0,1,,0,0,0,1,,60,7,,,,34,14,16,,,19,,,,,,,,,,18,23,14,,,9,,,,,,,,4,4,4,1,,,2,,,,0,56,4,4,4,1
File,"BitSetSerializer.java",BitSetSerializer.java,1,1,1,1,9,0,9,0,,,,,1,2,0,2,,2,0,0,2,,0,0,0,2,,51,4,,,,29,13,8,,,18,,,,,,,,,,14,18,13,,,5,,,,,,,,2,2,2,1,,,1,,,,0,62,3,3,3,2
File,"BloomCalculations.java",BloomCalculations.java,2,2,2,1,17,0,9,7,,,,,2,2,6,3,,3,1,2,3,,0,0,0,3,,131,10,,,,61,18,42,,,69,,,,,,,,,,22,32,16,,,16,,,,,,,,5,5,5,3,,,1,,,,1,13,8,8,8,5
File,"BloomFilter.java",BloomFilter.java,1,1,1,1,6,0,6,0,,,,,2,2,1,17,,17,15,1,17,,5,0,0,12,,168,22,,,,120,34,39,,,26,,,,,,,,,,39,70,37,,,33,,,,,,,,3,3,3,3,,,2,,,,0,22,25,25,25,21
File,"BloomFilterTest.java",BloomFilterTest.java,1,1,1,1,5,0,5,0,,,,,1,0,1,7,,7,7,2,7,,0,0,0,7,,116,13,,,,55,23,18,,,48,,,,,,,,,,20,29,17,,,12,,,,,,,,3,3,3,1,,,1,,,,0,87,9,9,9,7
