Kind,Name,File,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineCode_Javascript,CountLineCode_Php,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountLine_Html,CountLine_Javascript,CountLine_Php,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
File,"AbstractCommutativeType.java",AbstractCommutativeType.java,1,1,1,1,4,0,4,0,,,,,1,0,0,3,,4,4,0,4,,0,0,0,4,,46,5,,,,21,10,3,,,20,,,,,,,,,,9,13,10,,,3,,,,,,,,1,1,1,1,,,0,,,,0.95,3,3,3,3
File,"AbstractCompactedRow.java",AbstractCompactedRow.java,1,1,1,1,4,0,4,0,,,,,1,0,0,1,,7,7,1,7,,0,0,0,7,,81,10,,,,23,18,1,,,48,,,,,,,,,,17,19,18,,,1,,,,,,,,1,1,1,1,,,0,,,,2.09,1,1,1,1
File,"AbstractCompactionIterable.java",AbstractCompactionIterable.java,1,1,2,1,8,0,8,0,,,,,1,0,0,4,,5,5,6,5,,0,0,1,4,,78,9,,,,47,18,21,,,22,,,,,,,,,,30,39,21,,,18,,,,,,,,3,3,3,1,,,1,,,,0.47,7,7,8,4
File,"AbstractCompactionStrategy.java",AbstractCompactionStrategy.java,3,3,3,1,21,1,15,4,,,,,1,2,5,7,,12,10,4,12,,0,0,2,10,,256,28,,,,138,49,68,,,90,,,,,,,,,,69,95,52,,,43,,,,,,,,7,7,7,5,,,3,,,,0.65,24,24,24,11
File,"AbstractCompactionTask.java",AbstractCompactionTask.java,1,1,1,1,8,0,6,1,,,,,1,0,0,6,,7,7,4,7,,0,0,2,5,,91,11,,,,55,21,17,,,25,,,,,,,,,,27,37,22,,,15,,,,,,,,2,2,2,1,,,1,,,,0.45,7,7,7,6
File,"AbstractCompositeType.java",AbstractCompositeType.java,3,3,3,2,16,2,13,0,,,,,3,7,0,16,,26,19,2,26,,7,0,9,10,,363,57,,,,245,86,145,,,64,,,,,,,,,,135,184,89,,,95,,,,,,,,12,12,13,10,,,3,,,,0.26,48,48,53,32
File,"AbstractDataInput.java",AbstractDataInput.java,2,2,2,1,20,0,8,12,,,,,1,0,0,14,,16,16,0,16,,0,0,2,14,,335,17,,,,120,37,72,,,199,,,,,,,,,,56,86,37,,,49,,,,,,,,8,6,8,7,,,3,,,,1.66,32,30,35,20
File,"AbstractDataOutput.java",AbstractDataOutput.java,1,1,2,1,18,0,7,10,,,,,1,0,0,12,,14,14,0,14,,0,0,0,14,,294,16,,,,98,28,57,,,181,,,,,,,,,,61,83,32,,,51,,,,,,,,8,8,10,1,,,2,,,,1.85,23,23,25,12
File,"AbstractEndpointSnitch.java",AbstractEndpointSnitch.java,1,1,1,1,9,0,6,2,,,,,2,0,0,6,,7,7,0,7,,0,1,0,6,,84,8,,,,44,14,16,,,32,,,,,,,,,,15,25,16,,,9,,,,,,,,3,3,3,3,,,2,,,,0.73,9,9,10,8
File,"AbstractFunction.java",AbstractFunction.java,1,1,1,1,5,0,5,0,,,,,2,1,0,7,,7,6,3,7,,0,0,1,6,,72,9,,,,42,14,11,,,21,,,,,,,,,,16,24,15,,,9,,,,,,,,1,1,1,1,,,0,,,,0.50,7,7,7,7
File,"AbstractJdbcType.java",AbstractJdbcType.java,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,12,12,0,12,,0,0,0,12,,36,2,,,,17,15,0,,,17,,,,,,,,,,14,15,15,,,0,,,,,,,,0,0,0,0,,,0,,,,1.00,0,0,0,0
File,"AbstractJdbcUUID.java",AbstractJdbcUUID.java,1,1,1,1,4,0,4,0,,,,,1,0,0,9,,9,9,0,9,,0,0,0,9,,69,10,,,,42,13,9,,,17,,,,,,,,,,12,22,13,,,9,,,,,,,,1,1,1,1,,,0,,,,0.40,9,9,9,9
File,"AbstractJmxClient.java",AbstractJmxClient.java,1,1,1,1,5,0,5,0,,,,,2,3,4,15,,15,12,12,15,,1,1,0,13,,172,25,,,,127,54,46,,,21,,,,,,,,,,69,89,54,,,35,,,,,,,,3,3,3,1,,,1,,,,0.17,19,19,19,15
File,"AbstractMarker.java",AbstractMarker.java,1,1,1,1,5,0,5,0,,,,,2,0,0,7,,7,7,3,7,,0,0,1,6,,85,12,,,,50,16,14,,,23,,,,,,,,,,18,29,15,,,14,,,,,,,,5,3,5,5,,,1,,,,0.46,11,9,11,11
File,"AbstractModification.java",AbstractModification.java,1,1,1,1,5,0,4,0,,,,,1,0,1,9,,11,11,6,11,,0,0,0,11,,121,15,,,,63,29,15,,,43,,,,,,,,,,31,41,27,,,14,,,,,,,,2,2,2,1,,,0,,,,0.68,11,11,11,9
File,"AbstractNetworkTopologySnitch.java",AbstractNetworkTopologySnitch.java,7,7,13,7,24,2,22,0,,,,,1,0,0,1,,3,3,0,3,,0,0,0,3,,66,6,,,,29,12,19,,,31,,,,,,,,,,17,25,12,,,13,,,,,,,,7,7,13,7,,,1,,,,1.07,7,7,13,7
File,"AbstractPartitioner.java",AbstractPartitioner.java,2,2,2,1,8,0,8,0,,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,30,1,,,,12,4,5,,,17,,,,,,,,,,4,7,4,,,3,,,,,,,,2,2,2,1,,,1,,,,1.42,2,2,2,1
File,"AbstractReplicationStrategy.java",AbstractReplicationStrategy.java,1,1,1,1,10,0,9,0,,,,,1,5,1,21,,24,19,6,24,,1,3,1,19,,336,39,,,,239,90,88,,,58,,,,,,,,,,98,142,77,,,65,,,,,,,,4,4,4,3,,,2,,,,0.24,40,40,40,23
File,"AbstractRowResolver.java",AbstractRowResolver.java,1,1,1,1,4,0,4,0,,,,,1,0,1,3,,3,3,3,3,,0,0,0,3,,55,8,,,,30,18,6,,,17,,,,,,,,,,18,22,18,,,4,,,,,,,,1,1,1,1,,,0,,,,0.57,3,3,3,3
File,"AbstractSSTableSimpleWriter.java",AbstractSSTableSimpleWriter.java,1,1,2,1,11,0,7,3,,,,,2,1,0,10,,13,12,6,13,,0,1,4,8,,167,20,,,,95,38,40,,,53,,,,,,,,,,49,67,40,,,27,,,,,,,,4,4,4,1,,,1,,,,0.56,18,18,20,10
File,"AbstractSerializationsTester.java",AbstractSerializationsTester.java,1,1,1,1,5,0,5,0,,,,,2,2,3,4,,4,2,0,4,,0,0,4,0,,74,8,,,,46,25,16,,,20,,,,,,,,,,29,34,24,,,10,,,,,,,,1,1,1,1,,,0,,,,0.43,4,4,4,4
File,"AbstractSimplePerColumnSecondaryIndex.java",AbstractSimplePerColumnSecondaryIndex.java,1,1,2,1,9,0,8,0,,,,,1,0,0,13,,16,16,1,16,,0,0,3,13,,182,25,,,,130,42,60,,,27,,,,,,,,,,57,78,42,,,36,,,,,,,,3,3,7,1,,,2,,,,0.21,21,21,27,13
File,"AbstractStreamSession.java",AbstractStreamSession.java,1,1,1,1,5,0,5,0,,,,,1,0,1,11,,12,12,5,12,,0,0,2,10,,114,20,,,,76,27,31,,,18,,,,,,,,,,37,54,27,,,27,,,,,,,,4,4,4,3,,,2,,,,0.24,16,16,16,13
File,"AbstractThreadUnsafeSortedColumns.java",AbstractThreadUnsafeSortedColumns.java,2,2,2,1,7,0,7,0,,,,,1,0,0,9,,9,9,1,9,,0,0,0,9,,104,12,,,,75,20,29,,,18,,,,,,,,,,27,42,20,,,22,,,,,,,,13,13,14,1,,,3,,,,0.24,21,21,22,9
File,"AbstractType.java",AbstractType.java,1,1,1,1,12,0,10,1,,,,,7,1,0,19,,24,23,6,24,,0,0,1,23,,259,23,,,,173,45,68,,,63,,,,,,,,,,64,96,52,,,44,,,,,,,,6,6,6,6,,,3,,,,0.36,30,30,32,26
File,"AbstractWriteResponseHandler.java",AbstractWriteResponseHandler.java,1,1,1,1,9,0,8,1,,,,,2,0,1,6,,8,8,8,8,,0,0,4,4,,117,14,,,,79,40,23,,,24,,,,,,,,,,43,53,35,,,18,,,,,,,,3,3,3,1,,,1,,,,0.30,9,9,9,6
File,"Allocator.java",Allocator.java,1,1,1,1,13,1,9,3,,,,,1,0,0,1,,4,4,0,4,,0,0,0,4,,43,6,,,,17,8,6,,,20,,,,,,,,,,11,13,8,,,5,,,,,,,,1,1,1,1,,,0,,,,1.18,1,1,1,1
File,"AllowAllAuthenticator.java",AllowAllAuthenticator.java,1,1,1,1,3,0,3,0,,,,,1,0,0,10,,10,10,0,10,,0,0,0,10,,77,12,,,,48,18,8,,,17,,,,,,,,,,15,26,18,,,8,,,,,,,,1,1,1,1,,,0,,,,0.35,10,10,10,10
File,"AllowAllAuthorizer.java",AllowAllAuthorizer.java,1,1,1,1,3,0,3,0,,,,,1,0,0,9,,9,9,0,9,,0,0,0,9,,70,11,,,,42,17,5,,,17,,,,,,,,,,9,19,14,,,5,,,,,,,,1,1,1,1,,,0,,,,0.40,9,9,9,9
File,"AllowAllInternodeAuthenticator.java",AllowAllInternodeAuthenticator.java,1,1,1,1,3,0,3,0,,,,,1,0,0,2,,2,2,0,2,,0,0,0,2,,36,5,,,,13,6,1,,,18,,,,,,,,,,4,7,6,,,1,,,,,,,,1,1,1,1,,,0,,,,1.38,2,2,2,2
File,"AlreadyExistsException.java",AlreadyExistsException.java,1,1,1,1,4,0,4,0,,,,,1,0,0,3,,3,3,2,3,,0,1,0,2,,42,5,,,,20,7,5,,,17,,,,,,,,,,8,12,7,,,5,,,,,,,,1,1,1,1,,,0,,,,0.85,3,3,3,3
File,"AlterKeyspaceStatement.java",AlterKeyspaceStatement.java,1,1,2,1,9,0,7,0,,,,,1,0,0,6,,6,6,2,6,,0,0,0,6,,100,12,,,,67,26,25,,,21,,,,,,,,,,31,43,24,,,19,,,,,,,,5,5,6,1,,,1,,,,0.31,11,11,12,6
File,"AlterTableStatement.java",AlterTableStatement.java,4,3,4,1,19,2,17,0,,,,,2,1,0,8,,6,7,9,8,,0,0,0,8,,204,31,,,,155,26,92,,,19,,,,,,,,,,59,91,28,,,63,,,,,,,,15,12,17,8,,,4,,,,0.12,32,29,34,15
File,"AlterTableStatement.java",AlterTableStatement.java,5,3,5,1,21,1,19,0,,,,,3,3,0,11,,9,8,10,11,,0,3,0,8,,297,30,,,,245,58,161,,,23,,,,,,,,,,117,157,59,,,98,,,,,,,,44,30,46,11,,,4,,,,0.09,57,43,61,21
File,"AlterUserStatement.java",AlterUserStatement.java,3,3,4,1,12,2,10,0,,,,,1,0,0,4,,4,4,3,4,,0,0,0,4,,92,14,,,,60,22,26,,,18,,,,,,,,,,31,47,23,,,24,,,,,,,,7,7,10,1,,,3,,,,0.30,14,14,18,4
File,"AlwaysPresentFilter.java",AlwaysPresentFilter.java,1,1,1,1,1,0,1,0,,,,,1,0,0,4,,4,4,0,4,,0,0,0,4,,39,6,,,,13,8,1,,,20,,,,,,,,,,4,9,8,,,1,,,,,,,,1,1,1,1,,,0,,,,1.54,4,4,4,4
File,"AntiEntropyService.java",AntiEntropyService.java,1,1,1,1,10,0,8,1,,,,,22,1,6,83,,85,86,45,87,,16,4,2,65,,1150,138,,,,804,226,363,,,209,,,,,,,,,,343,507,236,,,271,,,,,,,,8,8,9,5,,,4,,,,0.26,140,140,148,99
File,"AntiEntropyServiceCounterTest.java",AntiEntropyServiceCounterTest.java,1,1,1,1,6,0,6,0,,,,,1,0,0,2,,2,2,0,2,,0,0,0,2,,47,4,,,,23,12,7,,,20,,,,,,,,,,14,17,12,,,5,,,,,,,,1,1,1,1,,,0,,,,0.87,2,2,2,2
File,"AntiEntropyServiceStandardTest.java",AntiEntropyServiceStandardTest.java,1,1,1,1,7,0,7,0,,,,,1,0,0,2,,2,2,0,2,,0,0,0,2,,47,4,,,,23,11,7,,,20,,,,,,,,,,14,17,11,,,6,,,,,,,,1,1,1,1,,,0,,,,0.87,2,2,2,2
File,"AntiEntropyServiceTestAbstract.java",AntiEntropyServiceTestAbstract.java,1,1,1,1,17,1,14,1,,,,,2,0,0,13,,15,15,9,15,,2,0,0,13,,322,46,,,,233,108,118,,,43,,,,,,,,,,150,181,106,,,75,,,,,,,,4,4,4,4,,,3,,,,0.18,23,23,23,16
File,"ApplicationState.java",ApplicationState.java,1,1,1,1,0,0,0,0,,,,,1,0,0,2,,0,2,24,2,,0,0,0,2,,47,1,,,,28,26,0,,,19,,,,,,,,,,1,2,2,,,0,,,,,,,,1,1,1,1,,,0,,,,0.68,2,2,2,2
File,"ArrayBackedSortedColumns.java",ArrayBackedSortedColumns.java,1,1,1,1,8,0,7,0,,,,,8,2,1,47,,47,45,10,47,,0,6,1,40,,497,65,,,,366,87,161,,,68,,,,,,,,,,136,213,95,,,118,,,,,,,,11,11,12,4,,,2,,,,0.19,90,90,92,53
File,"ArrayBackedSortedColumnsTest.java",ArrayBackedSortedColumnsTest.java,2,2,2,1,10,1,8,0,,,,,1,0,0,13,,13,13,0,13,,0,8,0,5,,189,36,,,,130,48,71,,,23,,,,,,,,,,81,111,53,,,58,,,,,,,,5,5,5,1,,,1,,,,0.18,31,31,33,13
File,"ArrivalWindowTest.java",ArrivalWindowTest.java,1,1,1,1,16,2,11,3,,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,50,9,,,,18,7,8,,,23,,,,,,,,,,11,13,6,,,7,,,,,,,,1,1,1,1,,,0,,,,1.28,1,1,1,1
File,"AsciiType.java",AsciiType.java,1,1,1,1,5,0,5,0,,,,,1,0,1,8,,8,8,0,8,,1,0,0,7,,78,11,,,,49,15,14,,,19,,,,,,,,,,16,28,16,,,12,,,,,,,,3,3,4,1,,,2,,,,0.39,11,11,12,8
File,"AssignementTestable.java",AssignementTestable.java,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,1,1,0,1,,0,0,0,1,,26,1,,,,5,3,0,,,20,,,,,,,,,,2,3,3,,,0,,,,,,,,0,0,0,0,,,0,,,,4.00,0,0,0,0
File,"AsyncRepairCallback.java",AsyncRepairCallback.java,1,1,1,1,6,0,6,0,,,,,2,0,0,4,,4,4,3,4,,0,0,1,3,,60,6,,,,37,15,10,,,17,,,,,,,,,,17,23,16,,,7,,,,,,,,2,2,2,1,,,0,,,,0.46,5,5,5,4
File,"AsyncResult.java",AsyncResult.java,1,1,2,1,12,0,12,0,,,,,1,0,0,5,,5,5,6,5,,0,0,0,5,,103,8,,,,78,22,30,,,17,,,,,,,,,,33,45,22,,,23,,,,,,,,4,4,6,1,,,3,,,,0.22,9,9,11,5
File,"AtomicSortedColumns.java",AtomicSortedColumns.java,1,1,1,1,7,0,7,0,,,,,3,1,2,41,,41,40,3,41,,9,3,0,29,,432,56,,,,321,80,131,,,56,,,,,,,,,,121,184,82,,,102,,,,,,,,13,13,14,5,,,4,,,,0.17,73,73,74,54
File,"Attributes.java",Attributes.java,1,1,1,1,4,0,4,0,,,,,1,0,0,9,,9,9,3,9,,0,0,0,9,,76,12,,,,44,15,10,,,20,,,,,,,,,,15,25,15,,,10,,,,,,,,1,1,1,1,,,0,,,,0.45,9,9,9,9
File,"Attributes.java",Attributes.java,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,0,0,2,0,,0,0,0,0,,28,1,,,,6,4,0,,,21,,,,,,,,,,3,4,4,,,0,,,,,,,,0,0,0,0,,,0,,,,3.50,0,0,0,0
File,"Auth.java",Auth.java,1,1,1,1,10,0,8,2,,,,,3,11,7,18,,18,7,0,18,,0,6,0,12,,282,31,,,,196,53,84,,,59,,,,,,,,,,61,92,52,,,40,,,,,,,,4,4,5,3,,,2,,,,0.30,30,30,32,20
File,"AuthenticateMessage.java",AuthenticateMessage.java,1,1,1,1,4,0,4,0,,,,,2,0,1,5,,5,5,1,5,,0,0,0,5,,62,8,,,,34,13,10,,,20,,,,,,,,,,13,19,13,,,6,,,,,,,,1,1,1,1,,,0,,,,0.59,5,5,5,5
File,"AuthenticatedUser.java",AuthenticatedUser.java,1,1,1,1,6,0,4,1,,,,,1,0,2,7,,7,7,1,7,,0,0,0,7,,86,13,,,,44,17,14,,,29,,,,,,,,,,15,25,14,,,11,,,,,,,,3,3,3,3,,,1,,,,0.66,9,9,10,9
File,"AuthenticationException.java",AuthenticationException.java,1,1,2,1,7,0,6,0,,,,,2,3,4,32,,30,29,5,32,,1,2,0,29,,345,55,,,,243,65,132,,,50,,,,,,,,,,103,165,58,,,107,,,,,,,,5,5,9,5,,,3,,,,0.21,61,61,66,44
File,"AuthenticationException.java",AuthenticationException.java,1,1,1,1,4,0,4,0,,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,26,1,,,,8,3,1,,,17,,,,,,,,,,2,4,3,,,1,,,,,,,,1,1,1,1,,,0,,,,2.12,1,1,1,1
File,"AuthenticationRequest.java",AuthenticationRequest.java,2,2,2,1,8,0,7,0,,,,,2,3,4,34,,32,31,5,34,,1,2,0,31,,389,60,,,,282,75,155,,,52,,,,,,,,,,124,194,71,,,123,,,,,,,,6,6,9,5,,,4,,,,0.18,68,68,73,46
File,"AuthenticationStatement.java",AuthenticationStatement.java,1,1,1,1,4,0,4,0,,,,,1,0,0,4,,5,5,0,5,,0,0,0,5,,57,8,,,,31,17,4,,,18,,,,,,,,,,14,19,15,,,4,,,,,,,,1,1,1,1,,,0,,,,0.58,4,4,4,4
File,"AuthorizationException.java",AuthorizationException.java,1,1,2,1,7,0,6,0,,,,,2,3,4,32,,30,29,5,32,,1,2,0,29,,345,55,,,,243,65,132,,,50,,,,,,,,,,103,165,58,,,107,,,,,,,,5,5,9,5,,,3,,,,0.21,61,61,66,44
File,"AuthorizationStatement.java",AuthorizationStatement.java,1,1,1,1,4,0,4,0,,,,,1,1,0,5,,6,5,0,6,,0,0,0,6,,64,8,,,,38,19,7,,,18,,,,,,,,,,17,24,17,,,7,,,,,,,,2,2,3,1,,,1,,,,0.47,6,6,7,5
File,"AutoSavingCache.java",AutoSavingCache.java,3,3,3,1,17,1,16,0,,,,,4,0,3,14,,17,17,6,17,,3,2,1,11,,332,43,,,,267,78,127,,,24,,,,,,,,,,115,166,82,,,84,,,,,,,,10,10,10,7,,,4,,,,0.09,42,42,45,20
File,"Avro.java",Avro.java,8,8,10,1,42,3,36,3,,,,,1,4,0,4,,4,0,0,4,,0,1,0,3,,221,21,,,,168,46,91,,,33,,,,,,,,,,71,105,45,,,60,,,,,,,,17,17,18,4,,,3,,,,0.20,34,34,41,7
File,"BatchCommitLogExecutorService.java",BatchCommitLogExecutorService.java,1,1,1,1,9,0,9,0,,,,,4,0,0,15,,15,15,6,15,,0,1,2,12,,186,23,,,,140,35,59,,,24,,,,,,,,,,52,78,34,,,44,,,,,,,,5,5,7,3,,,2,,,,0.17,25,25,27,17
File,"BatchStatement.java",BatchStatement.java,2,2,2,1,9,0,8,1,,,,,1,0,0,9,,9,9,1,9,,0,0,1,8,,140,18,,,,90,30,36,,,32,,,,,,,,,,35,65,34,,,31,,,,,,,,6,6,8,1,,,3,,,,0.36,22,22,25,9
File,"BatchStatement.java",BatchStatement.java,1,1,1,1,6,0,5,1,,,,,1,0,0,7,,7,7,4,7,,0,0,0,7,,99,15,,,,52,23,13,,,32,,,,,,,,,,25,35,23,,,12,,,,,,,,2,2,2,1,,,1,,,,0.62,8,8,8,7
File,"BatchlogManager.java",BatchlogManager.java,2,2,2,1,12,0,11,0,,,,,4,4,6,18,,18,14,2,18,,0,10,0,8,,300,37,,,,238,89,112,,,31,,,,,,,,,,119,168,97,,,71,,,,,,,,7,7,7,1,,,3,,,,0.13,40,40,40,18
File,"BatchlogManagerMBean.java",BatchlogManagerMBean.java,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,3,3,0,3,,0,0,0,3,,38,3,,,,7,5,0,,,28,,,,,,,,,,4,5,5,,,0,,,,,,,,0,0,0,0,,,0,,,,4.00,0,0,0,0
File,"BiMultiValMap.java",BiMultiValMap.java,1,1,1,1,4,0,4,0,,,,,1,0,0,17,,17,17,2,17,,0,0,1,16,,141,20,,,,96,31,32,,,25,,,,,,,,,,39,62,33,,,29,,,,,,,,2,2,2,1,,,1,,,,0.26,20,20,20,17
File,"BigIntegerToken.java",BigIntegerToken.java,1,1,1,1,3,0,3,0,,,,,1,0,1,3,,3,3,0,3,,0,0,0,3,,40,5,,,,17,7,4,,,18,,,,,,,,,,6,10,7,,,3,,,,,,,,1,1,1,1,,,0,,,,1.06,3,3,3,3
File,"BitSetTest.java",BitSetTest.java,2,2,2,1,12,1,9,1,,,,,1,0,2,7,,7,7,0,7,,0,2,0,5,,148,24,,,,97,49,48,,,29,,,,,,,,,,63,84,51,,,33,,,,,,,,6,6,6,1,,,2,,,,0.30,17,17,17,7
File,"BitUtil.java",BitUtil.java,3,3,3,1,54,5,39,9,,,,,1,14,1,14,,14,0,0,14,,0,0,0,14,,815,93,,,,553,160,386,,,170,,,,,,,,,,383,436,160,,,276,,,,,,,,8,8,8,8,,,2,,,,0.31,52,52,52,24
File,"BlacklistedDirectories.java",BlacklistedDirectories.java,1,1,1,1,10,0,7,3,,,,,1,5,3,8,,8,3,2,8,,0,2,0,6,,134,16,,,,76,27,31,,,42,,,,,,,,,,34,49,27,,,22,,,,,,,,4,4,4,4,,,1,,,,0.55,14,14,14,11
File,"BlacklistedDirectoriesMBean.java",BlacklistedDirectoriesMBean.java,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,2,2,0,2,,0,0,0,2,,29,5,,,,7,6,0,,,17,,,,,,,,,,5,6,6,,,0,,,,,,,,0,0,0,0,,,0,,,,2.43,0,0,0,0
File,"BloomCalculations.java",BloomCalculations.java,2,2,2,1,16,0,9,6,,,,,2,3,5,5,,5,2,2,5,,0,0,0,5,,185,15,,,,99,23,60,,,79,,,,,,,,,,37,52,23,,,29,,,,,,,,5,5,5,1,,,1,,,,0.80,10,10,10,5
File,"BloomFilter.java",BloomFilter.java,1,1,1,1,6,0,6,0,,,,,1,0,0,7,,8,8,2,8,,2,1,1,4,,88,11,,,,55,17,16,,,22,,,,,,,,,,21,35,20,,,15,,,,,,,,3,3,3,3,,,2,,,,0.40,11,11,11,9
File,"BloomFilterSerializer.java",BloomFilterSerializer.java,1,1,1,1,7,0,5,2,,,,,1,0,0,4,,5,5,0,5,,0,0,1,4,,66,7,,,,34,18,9,,,26,,,,,,,,,,19,24,18,,,6,,,,,,,,2,2,2,1,,,0,,,,0.76,5,5,5,4
